product_id,product_category_name,total_revenue,total_profit,total_orders,profit_margin_pct
PROD_00477,toys_games,6171.75,5441.48,28,88.17
PROD_00478,stationery,3348.02,2809.27,52,83.91
PROD_00479,furniture,61425.12,54131.08,37,88.13
PROD_00480,health_wellness,8799.64,7710.08,44,87.62
PROD_00481,beauty_perfumery,6386.35,5575.23,40,87.3
PROD_00482,clothing_accessories,9222.35,7964.16,45,86.36
PROD_00483,electronics,78853.25,68656.66,59,87.07
PROD_00484,furniture,99504.3,87230.99,59,87.67
PROD_00485,sports_leisure,24518.71,21573.14,59,87.99
PROD_00486,kitchen_utilities,9374.25,8135.15,35,86.78
PROD_00487,books,3879.51,3304.31,51,85.17
PROD_00488,pet_supplies,5526.7,4753.25,47,86.01
PROD_00489,beauty_perfumery,4645.69,4016.46,34,86.46
PROD_00490,sports_leisure,18218.11,16006.01,47,87.86
PROD_00491,clothing_accessories,8532.49,7607.91,38,89.16
PROD_00492,sports_leisure,23611.15,20375.86,60,86.3
PROD_00493,automotive,19153.79,16809.02,35,87.76
PROD_00494,electronics,62588.0,54222.66,53,86.63
PROD_00495,stationery,2845.56,2359.26,54,82.91
PROD_00496,pet_supplies,6402.4,5530.82,47,86.39
PROD_00497,furniture,89739.32,78685.84,59,87.68
PROD_00498,home_decor,11028.25,9583.19,36,86.9
PROD_00499,clothing_accessories,8117.36,7017.9,41,86.46
PROD_00500,clothing_accessories,9136.98,7975.96,41,87.29
PROD_00501,electronics,56025.29,49795.840000000004,40,88.88
PROD_00502,sports_leisure,19608.62,17074.56,48,87.08
PROD_00503,electronics,58801.21,52123.77,43,88.64
PROD_00504,books,3912.78,3340.32,51,85.37
PROD_00505,home_decor,16401.36,14254.66,45,86.91
PROD_00506,clothing_accessories,9476.06,8212.74,41,86.67
PROD_00507,beauty_perfumery,7973.3,6964.57,46,87.35
PROD_00508,stationery,2593.7,2156.14,48,83.13
PROD_00509,books,3473.4,2940.13,46,84.65
PROD_00510,sports_leisure,21729.37,19032.52,50,87.59
PROD_00511,kitchen_utilities,7916.46,6994.46,36,88.35
PROD_00512,toys_games,8689.0,7568.42,47,87.1
PROD_00513,automotive,40066.49,34423.52,64,85.92
PROD_00514,clothing_accessories,12250.58,10794.51,52,88.11
PROD_00515,health_wellness,7384.5,6492.14,35,87.92
PROD_00516,clothing_accessories,8572.05,7573.37,41,88.35
PROD_00517,baby_products,7250.73,6300.61,42,86.9
PROD_00518,clothing_accessories,6064.2,5315.64,32,87.66
PROD_00519,garden_tools,13488.68,11939.59,45,88.52
PROD_00520,stationery,2026.78,1670.19,38,82.41
PROD_00521,electronics,47124.45,41232.24,36,87.5
PROD_00522,stationery,1883.68,1566.72,35,83.17
PROD_00523,electronics,45092.06,39939.41,37,88.57
PROD_00524,clothing_accessories,9706.96,8481.05,45,87.37
PROD_00525,sports_leisure,20696.72,18113.75,47,87.52
PROD_00526,pet_supplies,5975.14,5211.18,45,87.21
PROD_00527,sports_leisure,14831.05,13007.67,40,87.71
PROD_00528,beauty_perfumery,8210.04,7112.58,56,86.63
PROD_00529,books,3318.64,2812.58,45,84.75
PROD_00530,stationery,3279.81,2716.61,61,82.83
PROD_00531,kitchen_utilities,9181.57,7941.01,35,86.49
PROD_00532,clothing_accessories,8952.23,7872.7,40,87.94
PROD_00533,clothing_accessories,7934.92,6899.0199999999995,39,86.95
PROD_00534,electronics,44473.04,38567.65,36,86.72
PROD_00535,furniture,52648.15,45986.76,36,87.35
PROD_00536,clothing_accessories,7646.89,6759.03,37,88.39
PROD_00537,clothing_accessories,10507.19,9233.55,49,87.88
PROD_00538,automotive,25967.08,22929.67,38,88.3
PROD_00539,home_decor,9168.46,8092.94,37,88.27
PROD_00540,beauty_perfumery,8285.53,7265.76,50,87.69
PROD_00541,home_decor,11619.64,10141.68,37,87.28
PROD_00542,electronics,60061.1,52399.61,45,87.24
PROD_00543,home_decor,14291.94,12442.91,47,87.06
PROD_00544,home_decor,12624.06,10956.97,43,86.79
PROD_00545,automotive,24527.95,21553.29,41,87.87
PROD_00546,home_decor,14886.08,13060.78,45,87.74
PROD_00547,home_decor,12172.9,10659.34,39,87.57
PROD_00548,kitchen_utilities,11451.16,10094.5,44,88.15
PROD_00549,toys_games,7815.320000000001,6736.9,49,86.2
PROD_00550,kitchen_utilities,15573.63,13752.95,54,88.31
PROD_00551,baby_products,7940.98,6968.59,47,87.75
PROD_00552,kitchen_utilities,9909.22,8759.69,33,88.4
PROD_00553,home_decor,13462.64,11854.1,39,88.05
PROD_00554,health_wellness,9219.88,8065.24,41,87.48
PROD_00555,sports_leisure,18296.68,16011.29,42,87.51
PROD_00556,clothing_accessories,7182.75,6399.25,39,89.09
PROD_00557,clothing_accessories,7690.74,6728.55,37,87.49
PROD_00558,clothing_accessories,11506.49,10125.44,53,88.0
PROD_00559,electronics,77762.08,68889.79,60,88.59
PROD_00560,clothing_accessories,9201.08,8094.99,42,87.98
PROD_00561,electronics,79963.4,69593.65,55,87.03
PROD_00562,automotive,24976.36,21454.41,42,85.9
PROD_00563,baby_products,6834.31,5980.57,42,87.51
PROD_00564,beauty_perfumery,10168.98,8755.81,60,86.1
PROD_00565,health_wellness,10558.18,9264.75,54,87.75
PROD_00566,clothing_accessories,11833.039999999999,10232.85,52,86.48
PROD_00567,garden_tools,16804.74,14690.22,50,87.42
PROD_00568,sports_leisure,15394.3,13563.220000000001,44,88.11
PROD_00569,electronics,59993.67,52773.97,48,87.97
PROD_00570,electronics,62409.04,54397.24,44,87.16
PROD_00571,clothing_accessories,7728.54,6719.13,38,86.94
PROD_00572,electronics,55598.06,48395.34,39,87.05
PROD_00573,clothing_accessories,10320.28,8932.91,49,86.56
PROD_00574,electronics,63333.47,55215.34,44,87.18
PROD_00575,clothing_accessories,9038.59,7879.76,38,87.18
PROD_00576,clothing_accessories,10334.75,8975.92,47,86.85
PROD_00577,pet_supplies,5729.3,5016.62,44,87.56
PROD_00578,clothing_accessories,8524.08,7376.43,39,86.54
PROD_00579,clothing_accessories,8989.12,7944.68,42,88.38
PROD_00580,books,4092.77,3527.7799999999997,47,86.2
PROD_00581,health_wellness,9329.65,8198.56,44,87.88
PROD_00582,home_decor,12791.79,11121.21,39,86.94
PROD_00583,automotive,37688.0,32792.83,54,87.01
PROD_00584,home_decor,10767.39,9340.13,37,86.74
PROD_00585,clothing_accessories,8900.62,7739.03,45,86.95
PROD_00586,home_decor,9995.58,8753.49,38,87.57
PROD_00587,furniture,56021.42,48855.09,36,87.21
PROD_00588,home_decor,11779.92,10282.74,35,87.29
PROD_00589,books,3770.56,3209.85,42,85.13
PROD_00590,clothing_accessories,8950.65,7844.72,43,87.64
PROD_00591,books,4550.8,3950.59,48,86.81
PROD_00592,home_decor,11516.03,9971.94,38,86.59
PROD_00593,sports_leisure,17022.47,15010.83,36,88.18
PROD_00594,beauty_perfumery,5955.52,5176.26,37,86.92
PROD_00595,books,3392.11,2901.08,41,85.52
PROD_00596,clothing_accessories,11705.34,10314.02,56,88.11
PROD_00597,health_wellness,9754.58,8493.02,50,87.07
PROD_00598,toys_games,10095.93,8835.43,49,87.51
PROD_00599,clothing_accessories,7296.54,6265.75,35,85.87
PROD_00600,stationery,2287.77,1939.79,38,84.79
PROD_00601,books,3742.45,3200.42,45,85.52
PROD_00602,sports_leisure,22417.07,19575.97,50,87.33
PROD_00603,electronics,58428.700000000004,50644.86,42,86.68
PROD_00604,beauty_perfumery,8456.08,7339.78,52,86.8
PROD_00605,electronics,71988.59,62648.42,50,87.03
PROD_00606,sports_leisure,21548.39,19009.46,55,88.22
PROD_00607,home_decor,14424.03,12660.44,46,87.77
PROD_00608,books,4591.31,3970.48,54,86.48
PROD_00609,clothing_accessories,10320.39,9054.42,44,87.73
PROD_00610,health_wellness,7842.17,6834.61,36,87.15
PROD_00611,home_decor,17338.6,14994.7,48,86.48
PROD_00612,sports_leisure,14085.28,12298.62,38,87.32
PROD_00613,kitchen_utilities,8622.48,7573.55,36,87.83
PROD_00614,furniture,74259.96,65117.33,49,87.69
PROD_00615,clothing_accessories,11401.98,9973.83,54,87.47
PROD_00616,home_decor,13093.68,11318.21,49,86.44
PROD_00617,clothing_accessories,8346.800000000001,7378.74,41,88.4
PROD_00618,furniture,68674.59,59556.66,43,86.72
PROD_00619,home_decor,14675.73,12803.25,47,87.24
PROD_00620,toys_games,6908.89,5928.67,40,85.81
PROD_00621,beauty_perfumery,7746.08,6808.63,47,87.9
PROD_00622,electronics,53936.29,47907.54,40,88.82
PROD_00623,clothing_accessories,8941.68,7782.12,40,87.03
PROD_00624,clothing_accessories,7742.89,6890.17,30,88.99
PROD_00625,home_decor,13904.07,12215.3,42,87.85
PROD_00626,beauty_perfumery,7647.42,6647.62,47,86.93
PROD_00627,sports_leisure,18385.4,15958.24,44,86.8
PROD_00628,toys_games,9831.99,8585.44,51,87.32
PROD_00629,clothing_accessories,9874.64,8765.63,47,88.77
PROD_00630,baby_products,7452.09,6528.41,39,87.61
PROD_00631,home_decor,13065.710000000001,11464.43,35,87.74
PROD_00632,clothing_accessories,8892.69,7770.75,43,87.38
PROD_00633,books,2829.82,2455.32,35,86.77
PROD_00634,kitchen_utilities,14185.02,12449.78,54,87.77
PROD_00635,home_decor,10785.6,9434.77,37,87.48
PROD_00636,toys_games,7411.5,6443.74,40,86.94
PROD_00637,automotive,30500.86,26497.16,45,86.87
PROD_00638,toys_games,7304.82,6326.16,41,86.6
PROD_00639,electronics,53450.94,46519.78,43,87.03
PROD_00640,health_wellness,9939.11,8768.14,45,88.22
PROD_00641,kitchen_utilities,12760.619999999999,11178.52,50,87.6
PROD_00642,books,4357.62,3721.96,55,85.41
PROD_00643,toys_games,7585.06,6646.59,48,87.63
PROD_00644,stationery,2475.12,2066.6,44,83.49
PROD_00645,sports_leisure,15743.8,13861.49,43,88.04
PROD_00646,electronics,61176.11,54034.58,49,88.33
PROD_00647,sports_leisure,19275.08,16832.76,42,87.33
PROD_00648,electronics,57111.96,50390.37,45,88.23
PROD_00649,clothing_accessories,7905.45,6992.73,39,88.45
PROD_00650,beauty_perfumery,9050.06,7837.99,50,86.61
PROD_00651,clothing_accessories,11565.49,10038.2,52,86.79
PROD_00652,books,3295.15,2783.07,48,84.46
PROD_00653,health_wellness,9363.67,8116.9,44,86.69
PROD_00654,sports_leisure,18110.3,15973.14,43,88.2
PROD_00655,garden_tools,13144.36,11333.1,40,86.22
PROD_00656,electronics,50735.1,44485.45,45,87.68
PROD_00657,health_wellness,9069.0,7871.99,38,86.8
PROD_00658,health_wellness,11750.92,10227.99,51,87.04
PROD_00659,home_decor,13287.17,11641.07,40,87.61
PROD_00660,clothing_accessories,10843.81,9474.45,46,87.37
PROD_00661,clothing_accessories,11466.8,9960.05,52,86.86
PROD_00662,kitchen_utilities,9273.83,8053.12,38,86.84
PROD_00663,health_wellness,8371.81,7294.76,38,87.13
PROD_00664,home_decor,11866.68,10492.619999999999,43,88.42
PROD_00665,furniture,77057.09,67545.6,52,87.66
PROD_00666,electronics,56154.26,49725.18,42,88.55
PROD_00667,sports_leisure,18613.52,16258.36,46,87.35
PROD_00668,pet_supplies,5063.87,4411.3,38,87.11
PROD_00669,electronics,64013.479999999996,56422.88,47,88.14
PROD_00670,baby_products,9190.63,8005.75,50,87.11
PROD_00671,health_wellness,8482.44,7247.49,39,85.44
PROD_00672,stationery,1987.47,1640.34,37,82.53
PROD_00673,electronics,50301.29,44063.48,35,87.6
PROD_00674,clothing_accessories,6488.58,5645.67,31,87.01
PROD_00675,electronics,56184.38,49000.14,42,87.21
PROD_00676,toys_games,6449.27,5570.47,34,86.37
PROD_00677,furniture,68693.92,59583.65,43,86.74
PROD_00678,electronics,65314.479999999996,57446.78,47,87.95
PROD_00679,kitchen_utilities,13014.1,11457.19,45,88.04
PROD_00680,clothing_accessories,6537.66,5609.8,30,85.81
PROD_00681,electronics,68691.42,59866.04,51,87.15
PROD_00682,sports_leisure,15510.619999999999,13411.52,35,86.47
PROD_00683,electronics,52869.42,46268.04,43,87.51
PROD_00684,clothing_accessories,9638.26,8320.66,47,86.33
PROD_00685,home_decor,16440.16,14169.92,48,86.19
PROD_00686,health_wellness,10493.16,9166.23,47,87.35
PROD_00687,kitchen_utilities,9728.09,8456.82,42,86.93
PROD_00688,sports_leisure,22351.87,19707.15,46,88.17
PROD_00689,toys_games,8838.89,7724.38,50,87.39
PROD_00690,beauty_perfumery,7471.5,6413.45,49,85.84
PROD_00691,home_decor,11677.01,10318.38,43,88.36
PROD_00692,toys_games,10452.39,9128.94,49,87.34
PROD_00693,books,3911.17,3343.11,42,85.48
PROD_00694,furniture,69737.57,61268.61,41,87.86
PROD_00695,furniture,87057.13,76137.49,48,87.46
PROD_00696,books,3838.4,3321.53,41,86.53
PROD_00697,home_decor,14655.43,12710.28,45,86.73
PROD_00698,automotive,28373.55,24752.29,45,87.24
PROD_00699,electronics,57765.479999999996,49330.75,41,85.4
PROD_00700,automotive,34915.78,30504.14,52,87.36
PROD_00701,home_decor,17530.79,15157.27,56,86.46
PROD_00702,electronics,59284.0,51706.13,43,87.22
PROD_00703,furniture,72965.62,64985.04,45,89.06
PROD_00704,home_decor,11766.07,10248.79,41,87.1
PROD_00705,kitchen_utilities,11385.21,9976.05,44,87.62
PROD_00706,sports_leisure,12920.39,11249.58,34,87.07
PROD_00707,books,3875.49,3402.42,43,87.79
PROD_00708,clothing_accessories,13704.72,12092.3,64,88.23
PROD_00709,clothing_accessories,8514.51,7571.93,39,88.93
PROD_00710,home_decor,11838.39,10339.8,41,87.34
PROD_00711,furniture,50489.66,43774.65,32,86.7
PROD_00712,furniture,76775.16,66993.86,54,87.26
PROD_00713,beauty_perfumery,6510.87,5730.89,42,88.02
PROD_00714,pet_supplies,4929.69,4339.4,37,88.03
PROD_00715,books,2788.23,2401.94,35,86.15
PROD_00716,baby_products,6773.25,5917.75,39,87.37
PROD_00717,electronics,71277.48,62194.26,50,87.26
PROD_00718,electronics,62268.58,53955.35,50,86.65
PROD_00719,clothing_accessories,8516.94,7360.67,43,86.42
PROD_00720,electronics,65587.65,57449.99,48,87.59
PROD_00721,beauty_perfumery,7579.68,6606.34,48,87.16
PROD_00722,beauty_perfumery,8522.14,7436.93,54,87.27
PROD_00723,beauty_perfumery,6420.86,5558.07,42,86.56
PROD_00724,toys_games,7131.9400000000005,6213.71,36,87.13
PROD_00725,stationery,2846.68,2407.5299999999997,47,84.57
PROD_00726,automotive,29299.66,25292.62,44,86.32
PROD_00727,electronics,67464.38,59209.35,50,87.76
PROD_00728,home_decor,16033.68,14230.52,48,88.75
PROD_00729,clothing_accessories,11884.92,10368.29,52,87.24
PROD_00730,electronics,66466.72,57605.56,49,86.67
PROD_00731,beauty_perfumery,5639.93,4921.91,35,87.27
PROD_00732,beauty_perfumery,8562.54,7507.74,47,87.68
PROD_00733,clothing_accessories,6281.92,5493.28,27,87.45
PROD_00734,books,3723.55,3150.33,48,84.61
PROD_00735,toys_games,9033.78,7935.79,50,87.85
PROD_00736,electronics,68263.83,59729.49,55,87.5
PROD_00737,home_decor,13460.59,11796.53,46,87.64
PROD_00738,automotive,26621.85,23260.05,38,87.37
PROD_00739,beauty_perfumery,4524.72,3954.13,29,87.39
PROD_00740,home_decor,13349.6,11539.61,42,86.44
PROD_00741,clothing_accessories,7659.38,6759.66,37,88.25
PROD_00742,clothing_accessories,8625.66,7541.55,36,87.43
PROD_00743,electronics,49468.61,43173.85,34,87.28
PROD_00744,kitchen_utilities,7283.72,6377.7699999999995,30,87.56
PROD_00745,electronics,53752.1,47256.93,39,87.92
PROD_00746,clothing_accessories,9602.49,8447.21,45,87.97
PROD_00747,electronics,49510.14,43184.23,37,87.22
PROD_00748,kitchen_utilities,12228.23,10691.66,48,87.43
PROD_00749,electronics,44352.46,37954.83,38,85.58
PROD_00750,clothing_accessories,9850.3,8653.81,44,87.85
PROD_00751,beauty_perfumery,4621.51,4019.65,29,86.98
PROD_00752,home_decor,14455.56,12598.02,44,87.15
PROD_00753,clothing_accessories,9340.64,8285.9,44,88.71
PROD_00754,clothing_accessories,10773.01,9377.99,52,87.05
PROD_00755,kitchen_utilities,12659.84,11172.210000000001,45,88.25
PROD_00756,stationery,1696.28,1402.58,32,82.69
PROD_00757,home_decor,10737.07,9277.94,33,86.41
PROD_00758,electronics,61678.47,53662.76,43,87.0
PROD_00759,electronics,62642.69,55801.54,43,89.08
PROD_00760,toys_games,7926.83,6985.27,39,88.12
PROD_00761,beauty_perfumery,7313.5599999999995,6462.49,48,88.36
PROD_00762,kitchen_utilities,11194.23,9769.6,42,87.27
PROD_00763,books,3263.0,2747.2,37,84.19
PROD_00764,garden_tools,12267.68,10737.35,44,87.53
PROD_00765,automotive,29460.11,26343.51,45,89.42
PROD_00766,kitchen_utilities,12764.15,11234.15,45,88.01
PROD_00767,sports_leisure,17897.2,15427.59,46,86.2
PROD_00768,clothing_accessories,9239.9,8097.78,43,87.64
PROD_00769,sports_leisure,18125.76,15825.65,48,87.31
PROD_00770,sports_leisure,21767.86,19143.55,49,87.94
PROD_00771,furniture,92092.93000000001,79473.08,55,86.3
PROD_00772,clothing_accessories,8424.84,7328.2,42,86.98
PROD_00773,furniture,83360.25,73258.63,53,87.88
PROD_00774,sports_leisure,16138.43,14086.85,38,87.29
PROD_00775,furniture,57569.82,50433.28,35,87.6
PROD_00776,clothing_accessories,8233.68,7167.19,37,87.05
PROD_00777,sports_leisure,18000.99,15715.45,41,87.3
PROD_00778,clothing_accessories,8880.55,7763.17,44,87.42
PROD_00779,automotive,25795.36,22730.6,44,88.12
PROD_00780,sports_leisure,16724.37,14610.1,42,87.36
PROD_00781,clothing_accessories,8446.74,7320.05,37,86.66
PROD_00782,electronics,55534.13,49031.35,42,88.29
PROD_00783,books,2841.56,2464.7,34,86.74
PROD_00784,clothing_accessories,8800.07,7648.0199999999995,39,86.91
PROD_00785,pet_supplies,4702.59,4087.97,34,86.93
PROD_00786,beauty_perfumery,7077.85,6138.95,48,86.73
PROD_00787,clothing_accessories,10364.8,9062.55,55,87.44
PROD_00788,furniture,70155.46,62615.93,45,89.25
PROD_00789,clothing_accessories,11657.74,10140.78,49,86.99
PROD_00790,health_wellness,9240.82,7986.69,44,86.43
PROD_00791,clothing_accessories,7459.2699999999995,6623.74,39,88.8
PROD_00792,pet_supplies,5533.69,4797.76,40,86.7
PROD_00793,furniture,77255.88,67411.99,49,87.26
PROD_00794,health_wellness,9545.69,8390.94,40,87.9
PROD_00795,electronics,53128.59,46075.64,45,86.72
PROD_00796,home_decor,16596.55,14540.380000000001,54,87.61
PROD_00797,toys_games,9012.88,7824.52,55,86.81
PROD_00798,furniture,46052.82,40892.92,30,88.8
PROD_00799,clothing_accessories,6728.39,5868.360000000001,34,87.22
PROD_00800,home_decor,14080.55,12202.05,45,86.66
PROD_00801,clothing_accessories,9194.74,7877.69,43,85.68
PROD_00802,furniture,51740.32,45405.39,37,87.76
PROD_00803,home_decor,18393.51,16089.5,56,87.47
PROD_00804,clothing_accessories,10191.68,8982.83,45,88.14
PROD_00805,clothing_accessories,10751.66,9471.01,50,88.09
PROD_00806,home_decor,13425.24,11764.14,47,87.63
PROD_00807,clothing_accessories,9185.97,8032.49,44,87.44
PROD_00808,stationery,2579.12,2117.79,49,82.11
PROD_00809,electronics,67593.55,59639.130000000005,53,88.23
PROD_00810,garden_tools,12555.18,10782.66,40,85.88
PROD_00811,sports_leisure,15974.27,13726.039999999999,43,85.93
PROD_00812,home_decor,18761.65,16414.44,54,87.49
PROD_00813,clothing_accessories,8087.39,6998.72,40,86.54
PROD_00814,furniture,65072.2,57500.75,40,88.36
PROD_00815,books,3230.45,2787.38,41,86.28
PROD_00816,sports_leisure,18044.55,15666.13,48,86.82
PROD_00817,electronics,70859.11,62318.34,55,87.95
PROD_00818,garden_tools,9579.42,8499.07,30,88.72
PROD_00819,pet_supplies,6102.92,5277.36,44,86.47
PROD_00820,sports_leisure,16341.74,14198.24,39,86.88
PROD_00821,furniture,73710.3,64114.72,52,86.98
PROD_00822,sports_leisure,17752.0,15449.32,41,87.03
PROD_00823,home_decor,11097.73,9542.91,37,85.99
PROD_00824,electronics,70408.52,61726.31,56,87.67
PROD_00825,sports_leisure,16634.03,14541.24,38,87.42
PROD_00826,kitchen_utilities,10300.19,8907.91,41,86.48
PROD_00827,electronics,69794.8,60883.34,53,87.23
PROD_00828,beauty_perfumery,6804.61,5953.54,50,87.49
PROD_00829,automotive,30922.61,26954.3,45,87.17
PROD_00830,clothing_accessories,9985.88,8691.24,46,87.04
PROD_00831,clothing_accessories,10640.41,9341.96,48,87.8
PROD_00832,kitchen_utilities,11360.94,9590.99,39,84.42
PROD_00833,clothing_accessories,5675.8,5010.07,28,88.27
PROD_00834,clothing_accessories,12362.92,10686.95,51,86.44
PROD_00835,home_decor,14277.289999999999,12264.630000000001,49,85.9
PROD_00836,home_decor,14675.9,12800.539999999999,45,87.22
PROD_00837,automotive,28636.89,25182.78,43,87.94
PROD_00838,furniture,60516.95,53272.32,41,88.03
PROD_00839,home_decor,13241.08,11513.38,47,86.95
PROD_00840,beauty_perfumery,7106.93,6232.59,40,87.7
PROD_00841,baby_products,6443.3,5557.51,37,86.25
PROD_00842,electronics,31712.36,27455.91,26,86.58
PROD_00843,clothing_accessories,8932.69,7824.36,42,87.59
PROD_00844,stationery,2489.5,2087.4,43,83.85
PROD_00845,baby_products,5987.79,5248.34,46,87.65
PROD_00846,electronics,66605.65000000001,57601.74,45,86.48
PROD_00847,electronics,71917.5,63274.58,50,87.98
PROD_00848,sports_leisure,17435.8,15293.97,40,87.72
PROD_00849,electronics,65746.93000000001,57442.1,45,87.37
PROD_00850,furniture,78058.56,67824.63,50,86.89
PROD_00851,electronics,49543.51,43595.89,37,88.0
PROD_00852,electronics,57544.33,50852.770000000004,45,88.37
PROD_00853,sports_leisure,20268.65,17844.46,52,88.04
PROD_00854,baby_products,7482.0,6541.23,44,87.43
PROD_00855,sports_leisure,9342.49,8386.82,24,89.77
PROD_00856,home_decor,15452.85,13530.92,46,87.56
PROD_00857,pet_supplies,6133.59,5334.17,45,86.97
PROD_00858,beauty_perfumery,6399.45,5486.51,43,85.73
PROD_00859,home_decor,12296.31,10717.4,39,87.16
PROD_00860,home_decor,18675.15,16295.14,58,87.26
PROD_00861,clothing_accessories,10876.37,9533.8,50,87.66
PROD_00862,beauty_perfumery,6315.13,5431.79,41,86.01
PROD_00863,sports_leisure,19477.64,17023.87,43,87.4
PROD_00864,clothing_accessories,9163.69,7984.87,40,87.14
PROD_00865,electronics,62236.51,54023.64,45,86.8
PROD_00866,clothing_accessories,11011.18,9614.31,56,87.31
PROD_00867,sports_leisure,19578.02,17208.88,45,87.9
PROD_00868,electronics,71592.4,61781.92,51,86.3
PROD_00869,electronics,40867.88,36035.05,34,88.17
PROD_00870,baby_products,7591.54,6635.67,49,87.41
PROD_00871,beauty_perfumery,6684.74,5803.0199999999995,39,86.81
PROD_00872,electronics,48959.35,42557.52,35,86.92
PROD_00873,books,3617.27,3107.98,41,85.92
PROD_00874,electronics,81338.65,72023.69,59,88.55
PROD_00875,toys_games,6957.28,6022.36,46,86.56
PROD_00876,toys_games,8947.99,7799.04,52,87.16
PROD_00877,furniture,81409.61,71932.88,47,88.36
PROD_00878,toys_games,6568.88,5798.78,36,88.28
PROD_00879,electronics,50502.44,44577.94,34,88.27
PROD_00880,toys_games,9881.12,8660.23,51,87.64
PROD_00881,electronics,58026.24,50788.75,47,87.53
PROD_00882,home_decor,13316.0,11622.869999999999,40,87.28
PROD_00883,baby_products,6803.28,5850.91,44,86.0
PROD_00884,sports_leisure,16586.760000000002,14543.1,41,87.68
PROD_00885,stationery,2145.34,1759.25,43,82.0
PROD_00886,electronics,87465.28,76933.91,62,87.96
PROD_00887,sports_leisure,20398.19,17743.12,44,86.98
PROD_00888,electronics,80793.23,70566.69,54,87.34
PROD_00889,furniture,68210.85,59123.909999999996,42,86.68
PROD_00890,electronics,54929.26,49070.8,43,89.33
PROD_00891,electronics,62834.26,55581.159999999996,44,88.46
PROD_00892,clothing_accessories,9585.36,8273.52,49,86.31
PROD_00893,toys_games,8859.56,7787.11,46,87.89
PROD_00894,electronics,53399.77,47198.8,43,88.39
PROD_00895,health_wellness,8402.29,7312.11,39,87.03
PROD_00896,electronics,61441.37,52886.95,44,86.08
PROD_00897,electronics,51669.03,45570.37,42,88.2
PROD_00898,home_decor,14374.97,12624.66,47,87.82
PROD_00899,stationery,2605.92,2082.43,57,79.91
PROD_00900,electronics,44963.24,39106.42,42,86.97
PROD_00901,electronics,66245.63,58228.43,50,87.9
PROD_00902,toys_games,10249.92,8930.46,57,87.13
PROD_00903,clothing_accessories,9744.27,8540.4,50,87.65
PROD_00904,books,3601.78,3093.69,42,85.89
PROD_00905,clothing_accessories,10839.4,9540.92,46,88.02
PROD_00906,sports_leisure,14340.97,12425.869999999999,45,86.65
PROD_00907,clothing_accessories,9354.41,8174.77,43,87.39
PROD_00908,sports_leisure,13968.28,12310.4,31,88.13
PROD_00909,toys_games,8518.09,7457.9800000000005,45,87.55
PROD_00910,toys_games,8334.64,7299.14,48,87.58
PROD_00911,beauty_perfumery,7799.97,6803.0,47,87.22
PROD_00912,garden_tools,15365.65,13343.13,51,86.84
PROD_00913,clothing_accessories,11485.67,10082.5,50,87.78
PROD_00914,clothing_accessories,10311.39,9112.35,48,88.37
PROD_00915,furniture,61658.979999999996,53867.22,39,87.36
PROD_00916,furniture,46773.64,40925.57,33,87.5
PROD_00917,electronics,47472.14,41712.56,40,87.87
PROD_00918,furniture,74907.39,65283.590000000004,50,87.15
PROD_00919,home_decor,16123.5,14176.69,48,87.93
PROD_00920,toys_games,10074.05,8750.52,46,86.86
PROD_00921,kitchen_utilities,12859.31,11146.47,56,86.68
PROD_00922,beauty_perfumery,5421.87,4713.36,42,86.93
PROD_00923,electronics,67878.91,59686.5,52,87.93
PROD_00924,furniture,62148.32,54070.92,39,87.0
PROD_00925,toys_games,9008.6,7924.93,48,87.97
PROD_00926,clothing_accessories,8393.39,7339.91,33,87.45
PROD_00927,sports_leisure,22859.61,20054.53,50,87.73
PROD_00928,stationery,2158.84,1784.97,38,82.68
PROD_00929,clothing_accessories,14030.66,12155.64,60,86.64
PROD_00930,clothing_accessories,9291.25,8191.58,46,88.16
PROD_00931,clothing_accessories,7847.5,6791.71,41,86.55
PROD_00932,beauty_perfumery,7884.56,6805.33,50,86.31
PROD_00933,baby_products,8061.82,6936.18,46,86.04
PROD_00934,furniture,77113.75,66610.43,48,86.38
PROD_00935,clothing_accessories,8993.76,7841.7,45,87.19
PROD_00936,furniture,71320.55,62112.2,45,87.09
PROD_00937,furniture,90264.51,78568.86,56,87.04
PROD_00938,furniture,65045.85,57101.01,41,87.79
PROD_00939,electronics,54640.4,47525.48,44,86.98
PROD_00940,furniture,71170.19,62216.06,46,87.42
PROD_00941,sports_leisure,16094.74,14166.45,36,88.02
PROD_00942,electronics,70954.91,61603.02,54,86.82
PROD_00943,beauty_perfumery,4809.2300000000005,4181.18,32,86.94
PROD_00944,pet_supplies,7321.18,6341.11,52,86.61
PROD_00945,home_decor,14034.74,12420.5,43,88.5
PROD_00946,stationery,1924.31,1599.81,36,83.14
PROD_00947,electronics,54168.96,47932.7,40,88.49
PROD_00948,toys_games,8440.14,7503.9,43,88.91
PROD_00949,electronics,65419.96,57588.64,50,88.03
PROD_00950,clothing_accessories,8996.06,7908.05,41,87.91
PROD_00951,beauty_perfumery,3633.66,3143.86,22,86.52
PROD_00952,furniture,71310.57,62727.9,45,87.96
PROD_00953,kitchen_utilities,9370.5,8088.74,37,86.32
PROD_00954,furniture,85478.36,75278.6,54,88.07
PROD_00955,furniture,77992.87,67967.7,46,87.15
