customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_segment
CUST_002332,52,10,4522.28,3,4,2,9,Need Attention
CUST_002333,25,11,8148.16,4,4,4,12,Loyal Customers
CUST_002334,2,6,2690.31,5,1,1,7,New Customers
CUST_002335,167,6,7564.62,1,1,3,5,Lost
CUST_002336,295,4,6341.08,1,1,3,5,Lost
CUST_002337,1,7,3771.44,5,2,1,8,Promising
CUST_002338,51,5,6938.8,3,1,3,7,Promising
CUST_002339,66,8,6832.37,2,3,3,8,Cannot Lose Them
CUST_002340,115,7,7846.67,1,2,4,7,Cannot Lose Them
CUST_002341,144,6,6758.51,1,1,3,5,Lost
CUST_002342,45,9,6542.87,3,3,3,9,Need Attention
CUST_002343,10,7,5303.98,5,2,2,9,Potential Loyalists
CUST_002344,15,10,8237.130000000001,4,4,4,12,Loyal Customers
CUST_002345,163,5,3944.9500000000003,1,1,1,3,Lost
CUST_002346,106,10,4110.91,1,4,2,7,Cannot Lose Them
CUST_002347,83,10,13530.46,2,4,5,11,At Risk
CUST_002348,54,8,5791.549999999999,2,3,2,7,Cannot Lose Them
CUST_002349,92,6,2208.43,2,1,1,4,Lost
CUST_002350,46,7,6262.63,3,2,3,8,Promising
CUST_002351,26,7,7327.63,4,2,3,9,Potential Loyalists
CUST_002352,183,6,10234.57,1,1,5,7,Cannot Lose Them
CUST_002353,196,8,10729.76,1,3,5,9,At Risk
CUST_002354,26,9,5071.19,4,3,2,9,Potential Loyalists
CUST_002355,108,7,4796.6,1,2,2,5,Lost
CUST_002356,21,11,12067.9,4,4,5,13,Champions
CUST_002357,176,7,3453.88,1,2,1,4,Lost
CUST_002358,12,5,2483.0,5,1,1,7,New Customers
CUST_002359,3,8,4001.7799999999997,5,3,1,9,Potential Loyalists
CUST_002360,40,7,4417.86,3,2,2,7,Promising
CUST_002361,12,13,12106.69,5,5,5,15,Champions
CUST_002362,157,5,5367.3099999999995,1,1,2,4,Lost
CUST_002363,58,4,1747.05,2,1,1,4,Lost
CUST_002364,57,3,2075.61,2,1,1,4,Lost
CUST_002365,89,6,6831.4400000000005,2,1,3,6,Lost
CUST_002366,277,4,2688.83,1,1,1,3,Lost
CUST_002367,28,6,2826.56,4,1,1,6,Promising
CUST_002368,22,10,8431.72,4,4,4,12,Loyal Customers
CUST_002369,166,7,6352.55,1,2,3,6,Lost
CUST_002370,157,9,4828.34,1,3,2,6,Lost
CUST_002371,0,10,6861.759999999999,5,4,3,12,Loyal Customers
CUST_002372,86,9,11394.26,2,3,5,10,At Risk
CUST_002373,0,13,6012.69,5,5,3,13,Champions
CUST_002374,64,10,6091.69,2,4,3,9,At Risk
CUST_002375,5,12,7515.5199999999995,5,5,3,13,Champions
CUST_002376,26,6,11828.36,4,1,5,10,Loyal Customers
CUST_002377,38,7,5309.25,3,2,2,7,Promising
CUST_002378,33,8,4936.05,3,3,2,8,Need Attention
CUST_002379,14,8,9087.34,4,3,4,11,Loyal Customers
CUST_002380,56,7,6176.509999999999,2,2,3,7,Cannot Lose Them
CUST_002381,5,12,10681.33,5,5,5,15,Champions
CUST_002382,34,4,5448.94,3,1,2,6,Promising
CUST_002383,3,11,8647.74,5,4,4,13,Champions
CUST_002384,22,7,7669.21,4,2,3,9,Potential Loyalists
CUST_002385,6,7,4630.3,5,2,2,9,Potential Loyalists
CUST_002386,38,7,7826.79,3,2,4,9,Promising
CUST_002387,31,15,11553.08,3,5,5,13,Champions
CUST_002388,16,5,6912.639999999999,4,1,3,8,Promising
CUST_002389,38,9,5170.79,3,3,2,8,Need Attention
CUST_002390,127,6,3268.23,1,1,1,3,Lost
CUST_002391,85,7,7685.880000000001,2,2,4,8,Cannot Lose Them
CUST_002392,113,7,3496.24,1,2,1,4,Lost
CUST_002393,27,10,7094.01,4,4,3,11,Loyal Customers
CUST_002394,3,5,5765.67,5,1,2,8,Promising
CUST_002395,42,10,13437.35,3,4,5,12,Loyal Customers
CUST_002396,15,8,6583.59,4,3,3,10,Loyal Customers
CUST_002397,53,9,6282.929999999999,3,3,3,9,Need Attention
CUST_002398,9,9,7995.3,5,3,4,12,Loyal Customers
CUST_002399,42,10,7342.2,3,4,3,10,Loyal Customers
CUST_002400,3,8,6781.009999999999,5,3,3,11,Loyal Customers
CUST_002401,72,12,18179.28,2,5,5,12,At Risk
CUST_002402,7,15,16287.49,5,5,5,15,Champions
CUST_002403,116,6,7612.280000000001,1,1,3,5,Lost
CUST_002404,146,9,7260.25,1,3,3,7,Cannot Lose Them
CUST_002405,42,9,4571.570000000001,3,3,2,8,Need Attention
CUST_002406,67,9,6295.54,2,3,3,8,Cannot Lose Them
CUST_002407,4,11,8230.82,5,4,4,13,Champions
CUST_002408,82,9,7519.76,2,3,3,8,Cannot Lose Them
CUST_002409,489,2,1319.46,1,1,1,3,Lost
CUST_002410,62,14,13964.769999999999,2,5,5,12,At Risk
CUST_002411,117,9,8974.4,1,3,4,8,Cannot Lose Them
CUST_002412,7,10,7805.77,5,4,4,13,Champions
CUST_002413,86,5,6098.88,2,1,3,6,Lost
CUST_002414,58,8,7453.05,2,3,3,8,Cannot Lose Them
CUST_002415,70,7,7257.82,2,2,3,7,Cannot Lose Them
CUST_002416,15,7,5271.02,4,2,2,8,Promising
CUST_002417,20,8,6151.570000000001,4,3,3,10,Loyal Customers
CUST_002418,133,12,6010.63,1,5,3,9,At Risk
CUST_002419,86,9,9187.06,2,3,4,9,At Risk
CUST_002420,51,8,11165.46,3,3,5,11,Loyal Customers
CUST_002421,51,7,5837.12,3,2,2,7,Promising
CUST_002422,35,11,15191.869999999999,3,4,5,12,Loyal Customers
CUST_002423,10,12,10063.73,5,5,4,14,Champions
CUST_002424,13,13,7788.299999999999,5,5,4,14,Champions
CUST_002425,125,7,9842.41,1,2,4,7,Cannot Lose Them
CUST_002426,8,16,12083.08,5,5,5,15,Champions
CUST_002427,67,6,1942.44,2,1,1,4,Lost
CUST_002428,34,6,4436.27,3,1,2,6,Promising
CUST_002429,122,4,1116.26,1,1,1,3,Lost
CUST_002430,215,3,1670.8400000000001,1,1,1,3,Lost
CUST_002431,54,5,3360.73,2,1,1,4,Lost
CUST_002432,177,1,179.72,1,1,1,3,Lost
CUST_002433,10,7,4957.64,5,2,2,9,Potential Loyalists
CUST_002434,67,9,9827.05,2,3,4,9,At Risk
CUST_002435,40,8,6715.44,3,3,3,9,Need Attention
CUST_002436,1,10,3547.37,5,4,1,10,Loyal Customers
CUST_002437,78,8,4347.62,2,3,2,7,Cannot Lose Them
CUST_002438,65,5,4789.99,2,1,2,5,Lost
CUST_002439,24,9,12119.99,4,3,5,12,Loyal Customers
CUST_002440,4,9,8532.259999999998,5,3,4,12,Loyal Customers
CUST_002441,15,10,10164.34,4,4,5,13,Champions
CUST_002442,42,14,11313.15,3,5,5,13,Champions
CUST_002443,54,11,8094.27,2,4,4,10,At Risk
CUST_002444,123,7,2769.68,1,2,1,4,Lost
CUST_002445,369,6,3091.25,1,1,1,3,Lost
CUST_002446,151,10,5723.360000000001,1,4,2,7,Cannot Lose Them
CUST_002447,2,11,14833.82,5,4,5,14,Champions
CUST_002448,218,4,4014.21,1,1,2,4,Lost
CUST_002449,52,5,1291.6399999999999,3,1,1,5,Promising
CUST_002450,121,9,6817.17,1,3,3,7,Cannot Lose Them
CUST_002451,103,9,6859.9,1,3,3,7,Cannot Lose Them
CUST_002452,124,5,4958.379999999999,1,1,2,4,Lost
CUST_002453,5,10,9197.47,5,4,4,13,Champions
CUST_002454,66,6,1480.44,2,1,1,4,Lost
CUST_002455,20,14,11349.72,4,5,5,14,Champions
CUST_002456,69,5,10982.79,2,1,5,8,Cannot Lose Them
CUST_002457,65,12,4858.64,2,5,2,9,At Risk
CUST_002458,31,7,3651.71,3,2,1,6,Promising
CUST_002459,34,7,5271.7699999999995,3,2,2,7,Promising
CUST_002460,100,10,6532.44,1,4,3,8,Cannot Lose Them
CUST_002461,37,9,6325.4,3,3,3,9,Need Attention
CUST_002462,0,12,7912.05,5,5,4,14,Champions
CUST_002463,13,13,16358.86,5,5,5,15,Champions
CUST_002464,170,5,4537.099999999999,1,1,2,4,Lost
CUST_002465,62,10,8730.6,2,4,4,10,At Risk
CUST_002466,137,5,4190.74,1,1,2,4,Lost
CUST_002467,34,6,7267.41,3,1,3,7,Promising
CUST_002468,58,5,5152.78,2,1,2,5,Lost
CUST_002469,454,4,3701.45,1,1,1,3,Lost
CUST_002470,367,5,3159.22,1,1,1,3,Lost
CUST_002471,36,18,13200.45,3,5,5,13,Champions
CUST_002472,454,4,5998.950000000001,1,1,3,5,Lost
CUST_002473,100,8,5963.4800000000005,1,3,3,7,Cannot Lose Them
CUST_002474,0,9,9907.42,5,3,4,12,Loyal Customers
CUST_002475,0,8,4193.08,5,3,2,10,Loyal Customers
CUST_002476,169,4,3334.3399999999997,1,1,1,3,Lost
CUST_002477,43,11,11104.45,3,4,5,12,Loyal Customers
CUST_002478,18,15,5629.04,4,5,2,11,Loyal Customers
CUST_002479,77,5,4833.44,2,1,2,5,Lost
CUST_002480,25,6,7530.03,4,1,3,8,Promising
CUST_002481,60,13,12496.61,2,5,5,12,At Risk
CUST_002482,124,9,8182.82,1,3,4,8,Cannot Lose Them
CUST_002483,89,6,3462.57,2,1,1,4,Lost
CUST_002484,103,7,3638.46,1,2,1,4,Lost
CUST_002485,58,4,1838.22,2,1,1,4,Lost
CUST_002486,31,12,8430.6,3,5,4,12,Loyal Customers
CUST_002487,14,7,9725.84,4,2,4,10,Loyal Customers
CUST_002488,54,7,2742.21,2,2,1,5,Lost
CUST_002489,153,4,5676.62,1,1,2,4,Lost
CUST_002490,20,10,9041.78,4,4,4,12,Loyal Customers
CUST_002491,35,15,18078.29,3,5,5,13,Champions
CUST_002492,426,3,2871.9399999999996,1,1,1,3,Lost
CUST_002493,38,13,7807.14,3,5,4,12,Loyal Customers
CUST_002494,125,5,3150.1000000000004,1,1,1,3,Lost
CUST_002495,32,9,7036.8,3,3,3,9,Need Attention
CUST_002496,12,8,5593.87,5,3,2,10,Loyal Customers
CUST_002497,114,6,6972.26,1,1,3,5,Lost
CUST_002498,23,13,10306.87,4,5,5,14,Champions
CUST_002499,58,13,16113.08,2,5,5,12,At Risk
CUST_002500,7,13,9039.04,5,5,4,14,Champions
CUST_002501,15,7,5409.45,4,2,2,8,Promising
CUST_002502,58,7,6207.46,2,2,3,7,Cannot Lose Them
CUST_002503,63,5,2575.01,2,1,1,4,Lost
CUST_002504,18,11,7630.030000000001,4,4,3,11,Loyal Customers
CUST_002505,14,8,6212.58,4,3,3,10,Loyal Customers
CUST_002506,12,10,5422.79,5,4,2,11,Loyal Customers
CUST_002507,4,15,8319.14,5,5,4,14,Champions
CUST_002508,5,6,4709.37,5,1,2,8,Promising
CUST_002509,13,10,4642.07,5,4,2,11,Loyal Customers
CUST_002510,78,8,4438.31,2,3,2,7,Cannot Lose Them
CUST_002511,39,7,7725.58,3,2,4,9,Promising
CUST_002512,63,16,9255.630000000001,2,5,4,11,At Risk
CUST_002513,36,11,7099.58,3,4,3,10,Loyal Customers
CUST_002514,7,8,6423.48,5,3,3,11,Loyal Customers
CUST_002515,80,6,7660.5199999999995,2,1,3,6,Lost
CUST_002516,22,6,3989.98,4,1,1,6,Promising
CUST_002517,2,7,4845.07,5,2,2,9,Potential Loyalists
CUST_002518,14,13,13763.880000000001,4,5,5,14,Champions
CUST_002519,41,10,11248.74,3,4,5,12,Loyal Customers
CUST_002520,8,8,9267.65,5,3,4,12,Loyal Customers
CUST_002521,3,8,5422.61,5,3,2,10,Loyal Customers
CUST_002522,36,14,12940.72,3,5,5,13,Champions
CUST_002523,5,10,8304.369999999999,5,4,4,13,Champions
CUST_002524,4,6,5404.57,5,1,2,8,Promising
CUST_002525,1,7,7380.53,5,2,3,10,Loyal Customers
CUST_002526,32,9,7121.67,3,3,3,9,Need Attention
CUST_002527,195,3,2846.81,1,1,1,3,Lost
CUST_002528,16,10,7588.040000000001,4,4,3,11,Loyal Customers
CUST_002529,20,16,14221.4,4,5,5,14,Champions
CUST_002530,43,7,1703.96,3,2,1,6,Promising
CUST_002531,31,11,7123.92,3,4,3,10,Loyal Customers
CUST_002532,120,6,4936.32,1,1,2,4,Lost
CUST_002533,39,15,20195.15,3,5,5,13,Champions
CUST_002534,45,11,4199.9400000000005,3,4,2,9,Need Attention
CUST_002535,64,6,4562.11,2,1,2,5,Lost
CUST_002536,81,11,12942.939999999999,2,4,5,11,At Risk
CUST_002537,2,7,5157.639999999999,5,2,2,9,Potential Loyalists
CUST_002538,18,11,14765.59,4,4,5,13,Champions
CUST_002539,32,6,5721.05,3,1,2,6,Promising
CUST_002540,38,9,4723.29,3,3,2,8,Need Attention
CUST_002541,3,10,5570.3,5,4,2,11,Loyal Customers
CUST_002542,17,8,5203.97,4,3,2,9,Potential Loyalists
CUST_002543,138,8,7269.1,1,3,3,7,Cannot Lose Them
CUST_002544,18,11,8486.38,4,4,4,12,Loyal Customers
CUST_002545,187,5,1167.87,1,1,1,3,Lost
CUST_002546,123,7,7902.04,1,2,4,7,Cannot Lose Them
CUST_002547,55,10,15149.42,2,4,5,11,At Risk
CUST_002548,150,7,6955.44,1,2,3,6,Lost
CUST_002549,91,14,4705.55,2,5,2,9,At Risk
CUST_002550,6,5,2365.9,5,1,1,7,New Customers
CUST_002551,182,6,9232.41,1,1,4,6,Lost
CUST_002552,69,10,7887.71,2,4,4,10,At Risk
CUST_002553,192,6,5436.12,1,1,2,4,Lost
CUST_002554,39,9,12306.53,3,3,5,11,Loyal Customers
CUST_002555,0,4,1896.52,5,1,1,7,New Customers
CUST_002556,75,9,6750.5599999999995,2,3,3,8,Cannot Lose Them
CUST_002557,331,4,2121.06,1,1,1,3,Lost
CUST_002558,22,15,15629.57,4,5,5,14,Champions
CUST_002559,24,10,8921.08,4,4,4,12,Loyal Customers
CUST_002560,28,5,5390.71,4,1,2,7,Promising
CUST_002561,10,10,10134.68,5,4,5,14,Champions
CUST_002562,18,10,4970.36,4,4,2,10,Loyal Customers
CUST_002563,126,8,7426.4,1,3,3,7,Cannot Lose Them
CUST_002564,11,8,6213.639999999999,5,3,3,11,Loyal Customers
CUST_002565,3,7,10049.98,5,2,4,11,Loyal Customers
CUST_002566,5,5,5903.509999999999,5,1,3,9,Potential Loyalists
CUST_002567,67,6,3347.4,2,1,1,4,Lost
CUST_002568,46,7,4704.54,3,2,2,7,Promising
CUST_002569,52,10,12238.22,3,4,5,12,Loyal Customers
CUST_002570,12,7,8130.67,5,2,4,11,Loyal Customers
CUST_002571,73,8,3707.03,2,3,1,6,Lost
CUST_002572,12,9,5124.0,5,3,2,10,Loyal Customers
CUST_002573,272,3,4450.79,1,1,2,4,Lost
CUST_002574,184,4,2760.8900000000003,1,1,1,3,Lost
CUST_002575,56,9,6798.4800000000005,2,3,3,8,Cannot Lose Them
CUST_002576,268,3,940.16,1,1,1,3,Lost
CUST_002577,16,9,11216.85,4,3,5,12,Loyal Customers
CUST_002578,165,4,5492.88,1,1,2,4,Lost
CUST_002579,7,13,6733.24,5,5,3,13,Champions
CUST_002580,9,9,4606.51,5,3,2,10,Loyal Customers
CUST_002581,108,8,3605.31,1,3,1,5,Lost
CUST_002582,158,9,2895.58,1,3,1,5,Lost
CUST_002583,64,4,2802.23,2,1,1,4,Lost
CUST_002584,423,1,897.2,1,1,1,3,Lost
CUST_002585,155,11,8451.460000000001,1,4,4,9,At Risk
CUST_002586,39,5,2999.4500000000003,3,1,1,5,Promising
CUST_002587,51,15,9163.53,3,5,4,12,Loyal Customers
CUST_002588,6,11,12160.55,5,4,5,14,Champions
CUST_002589,34,12,10084.55,3,5,5,13,Champions
CUST_002590,100,5,6237.92,1,1,3,5,Lost
CUST_002591,4,13,9890.26,5,5,4,14,Champions
CUST_002592,15,10,8781.82,4,4,4,12,Loyal Customers
CUST_002593,52,9,17090.4,3,3,5,11,Loyal Customers
CUST_002594,78,9,9470.99,2,3,4,9,At Risk
CUST_002595,34,15,13574.57,3,5,5,13,Champions
CUST_002596,50,5,4240.110000000001,3,1,2,6,Promising
CUST_002597,13,12,9088.08,5,5,4,14,Champions
CUST_002598,6,10,10068.35,5,4,5,14,Champions
CUST_002599,20,9,6670.08,4,3,3,10,Loyal Customers
CUST_002600,55,9,6780.07,2,3,3,8,Cannot Lose Them
CUST_002601,9,5,3593.53,5,1,1,7,New Customers
CUST_002602,16,10,9768.050000000001,4,4,4,12,Loyal Customers
CUST_002603,45,9,6281.51,3,3,3,9,Need Attention
CUST_002604,17,6,4330.61,4,1,2,7,Promising
CUST_002605,15,10,9565.42,4,4,4,12,Loyal Customers
CUST_002606,41,9,4040.11,3,3,2,8,Need Attention
CUST_002607,55,6,2841.74,2,1,1,4,Lost
CUST_002608,35,8,3686.62,3,3,1,7,Need Attention
CUST_002609,14,10,8746.58,4,4,4,12,Loyal Customers
CUST_002610,26,6,6070.79,4,1,3,8,Promising
CUST_002611,12,8,6920.59,5,3,3,11,Loyal Customers
CUST_002612,80,5,5202.56,2,1,2,5,Lost
CUST_002613,11,7,3393.72,5,2,1,8,Promising
CUST_002614,8,8,3948.26,5,3,1,9,Potential Loyalists
CUST_002615,52,8,6759.5199999999995,3,3,3,9,Need Attention
CUST_002616,72,7,11486.0,2,2,5,9,At Risk
CUST_002617,4,14,8556.49,5,5,4,14,Champions
CUST_002618,117,7,5208.09,1,2,2,5,Lost
CUST_002619,142,8,3121.25,1,3,1,5,Lost
CUST_002620,58,7,4646.6,2,2,2,6,Lost
CUST_002621,43,11,9961.48,3,4,4,11,Loyal Customers
CUST_002622,175,7,4062.3199999999997,1,2,2,5,Lost
CUST_002623,125,7,3657.8700000000003,1,2,1,4,Lost
CUST_002624,79,6,7206.37,2,1,3,6,Lost
CUST_002625,206,8,12895.71,1,3,5,9,At Risk
CUST_002626,46,6,5536.93,3,1,2,6,Promising
CUST_002627,18,8,6236.6900000000005,4,3,3,10,Loyal Customers
CUST_002628,21,10,5692.84,4,4,2,10,Loyal Customers
CUST_002629,0,8,7575.5599999999995,5,3,3,11,Loyal Customers
CUST_002630,52,8,8461.14,3,3,4,10,Loyal Customers
CUST_002631,79,7,5535.49,2,2,2,6,Lost
CUST_002632,58,5,4824.35,2,1,2,5,Lost
CUST_002633,110,2,893.19,1,1,1,3,Lost
CUST_002634,182,4,2528.5,1,1,1,3,Lost
CUST_002635,46,5,5481.17,3,1,2,6,Promising
CUST_002636,121,12,4915.23,1,5,2,8,Cannot Lose Them
CUST_002637,5,11,4466.71,5,4,2,11,Loyal Customers
CUST_002638,16,14,12884.57,4,5,5,14,Champions
CUST_002639,19,4,1079.44,4,1,1,6,Promising
CUST_002640,15,5,7528.68,4,1,3,8,Promising
CUST_002641,322,3,3986.95,1,1,1,3,Lost
CUST_002642,66,3,1348.21,2,1,1,4,Lost
CUST_002643,83,12,9498.880000000001,2,5,4,11,At Risk
CUST_002644,136,4,6169.14,1,1,3,5,Lost
CUST_002645,30,13,6921.48,4,5,3,12,Loyal Customers
CUST_002646,143,4,3273.3,1,1,1,3,Lost
CUST_002647,226,10,6226.38,1,4,3,8,Cannot Lose Them
CUST_002648,241,5,1667.98,1,1,1,3,Lost
CUST_002649,181,8,5813.86,1,3,2,6,Lost
CUST_002650,40,6,3582.8399999999997,3,1,1,5,Promising
CUST_002651,32,9,7234.28,3,3,3,9,Need Attention
CUST_002652,65,7,3267.54,2,2,1,5,Lost
CUST_002653,2,12,9409.62,5,5,4,14,Champions
CUST_002654,25,12,9844.48,4,5,4,13,Champions
CUST_002655,11,5,5855.32,5,1,2,8,Promising
CUST_002656,248,5,3547.56,1,1,1,3,Lost
CUST_002657,6,9,8239.83,5,3,4,12,Loyal Customers
CUST_002658,34,11,11171.96,3,4,5,12,Loyal Customers
CUST_002659,72,9,6757.35,2,3,3,8,Cannot Lose Them
CUST_002660,118,10,7562.44,1,4,3,8,Cannot Lose Them
CUST_002661,4,12,10187.39,5,5,5,15,Champions
CUST_002662,36,10,5951.97,3,4,3,10,Loyal Customers
CUST_002663,73,8,5681.59,2,3,2,7,Cannot Lose Them
CUST_002664,15,15,12380.86,4,5,5,14,Champions
CUST_002665,39,7,6350.5,3,2,3,8,Promising
CUST_002666,19,9,7019.51,4,3,3,10,Loyal Customers
CUST_002667,16,8,6348.080000000001,4,3,3,10,Loyal Customers
CUST_002668,16,11,8858.94,4,4,4,12,Loyal Customers
CUST_002669,32,5,2511.65,3,1,1,5,Promising
CUST_002670,34,9,15757.39,3,3,5,11,Loyal Customers
CUST_002671,35,6,4854.639999999999,3,1,2,6,Promising
CUST_002672,41,13,8267.89,3,5,4,12,Loyal Customers
CUST_002673,137,8,3749.98,1,3,1,5,Lost
CUST_002674,24,4,1392.95,4,1,1,6,Promising
CUST_002675,17,9,7385.44,4,3,3,10,Loyal Customers
CUST_002676,76,9,9352.17,2,3,4,9,At Risk
CUST_002677,37,7,1685.38,3,2,1,6,Promising
CUST_002678,113,5,5452.4400000000005,1,1,2,4,Lost
CUST_002679,136,6,6554.93,1,1,3,5,Lost
CUST_002680,19,9,5075.07,4,3,2,9,Potential Loyalists
CUST_002681,18,8,5207.64,4,3,2,9,Potential Loyalists
CUST_002682,2,8,5565.17,5,3,2,10,Loyal Customers
CUST_002683,8,7,8935.15,5,2,4,11,Loyal Customers
CUST_002684,11,7,4956.82,5,2,2,9,Potential Loyalists
CUST_002685,19,6,2491.77,4,1,1,6,Promising
CUST_002686,141,4,2267.41,1,1,1,3,Lost
CUST_002687,11,7,3624.3,5,2,1,8,Promising
CUST_002688,34,11,11572.64,3,4,5,12,Loyal Customers
CUST_002689,33,8,4914.43,3,3,2,8,Need Attention
CUST_002690,20,12,7242.89,4,5,3,12,Loyal Customers
CUST_002691,98,6,4765.77,1,1,2,4,Lost
CUST_002692,26,13,10198.76,4,5,5,14,Champions
CUST_002693,31,8,8714.64,3,3,4,10,Loyal Customers
CUST_002694,6,11,12608.009999999998,5,4,5,14,Champions
CUST_002695,103,5,3857.1299999999997,1,1,1,3,Lost
CUST_002696,74,10,7642.73,2,4,3,9,At Risk
CUST_002697,19,5,6238.83,4,1,3,8,Promising
CUST_002698,49,10,3022.54,3,4,1,8,Need Attention
CUST_002699,67,9,6412.63,2,3,3,8,Cannot Lose Them
CUST_002700,14,10,6382.45,4,4,3,11,Loyal Customers
CUST_002701,115,5,3568.57,1,1,1,3,Lost
CUST_002702,61,9,2820.55,2,3,1,6,Lost
CUST_002703,54,5,2051.9900000000002,2,1,1,4,Lost
CUST_002704,42,12,9455.970000000001,3,5,4,12,Loyal Customers
CUST_002705,65,7,3997.2999999999997,2,2,1,5,Lost
CUST_002706,161,8,10587.33,1,3,5,9,At Risk
CUST_002707,131,6,7079.97,1,1,3,5,Lost
CUST_002708,98,7,10832.85,1,2,5,8,Cannot Lose Them
CUST_002709,28,6,7524.25,4,1,3,8,Promising
CUST_002710,171,8,6693.86,1,3,3,7,Cannot Lose Them
CUST_002711,131,7,5980.67,1,2,3,6,Lost
CUST_002712,201,8,4025.37,1,3,2,6,Lost
CUST_002713,21,7,5916.3099999999995,4,2,3,9,Potential Loyalists
CUST_002714,24,7,4946.240000000001,4,2,2,8,Promising
CUST_002715,53,12,7629.39,3,5,3,11,Loyal Customers
CUST_002716,29,13,10568.67,4,5,5,14,Champions
CUST_002717,4,11,8805.86,5,4,4,13,Champions
CUST_002718,107,7,4380.97,1,2,2,5,Lost
CUST_002719,17,8,6918.22,4,3,3,10,Loyal Customers
CUST_002720,5,8,3563.5,5,3,1,9,Potential Loyalists
CUST_002721,17,15,14454.44,4,5,5,14,Champions
CUST_002722,46,3,789.92,3,1,1,5,Promising
CUST_002723,10,10,12176.380000000001,5,4,5,14,Champions
CUST_002724,100,6,7783.8,1,1,4,6,Lost
CUST_002725,5,6,5346.65,5,1,2,8,Promising
CUST_002726,45,9,7816.8099999999995,3,3,4,10,Loyal Customers
CUST_002727,195,4,2543.31,1,1,1,3,Lost
CUST_002728,149,8,3890.35,1,3,1,5,Lost
CUST_002729,180,5,3647.7,1,1,1,3,Lost
CUST_002730,71,11,7401.7,2,4,3,9,At Risk
CUST_002731,52,12,6333.44,3,5,3,11,Loyal Customers
CUST_002732,158,5,2365.02,1,1,1,3,Lost
CUST_002733,197,8,8933.24,1,3,4,8,Cannot Lose Them
CUST_002734,5,8,4646.16,5,3,2,10,Loyal Customers
CUST_002735,52,7,5677.5199999999995,3,2,2,7,Promising
CUST_002736,47,7,8981.01,3,2,4,9,Promising
CUST_002737,118,8,5058.81,1,3,2,6,Lost
CUST_002738,60,6,5157.13,2,1,2,5,Lost
CUST_002739,31,8,6583.219999999999,3,3,3,9,Need Attention
CUST_002740,39,6,5474.35,3,1,2,6,Promising
CUST_002741,30,11,6690.110000000001,4,4,3,11,Loyal Customers
CUST_002742,33,7,4733.97,3,2,2,7,Promising
CUST_002743,2,9,2684.49,5,3,1,9,Potential Loyalists
CUST_002744,20,7,6023.51,4,2,3,9,Potential Loyalists
CUST_002745,24,8,10011.07,4,3,4,11,Loyal Customers
CUST_002746,37,8,8745.16,3,3,4,10,Loyal Customers
CUST_002747,14,8,9138.97,4,3,4,11,Loyal Customers
CUST_002748,64,11,16324.14,2,4,5,11,At Risk
CUST_002749,60,9,3694.96,2,3,1,6,Lost
CUST_002750,14,5,3254.48,4,1,1,6,Promising
CUST_002751,270,7,3966.2500000000005,1,2,1,4,Lost
CUST_002752,178,4,715.8,1,1,1,3,Lost
CUST_002753,41,7,4639.28,3,2,2,7,Promising
CUST_002754,21,13,8014.120000000001,4,5,4,13,Champions
CUST_002755,34,9,8905.82,3,3,4,10,Loyal Customers
CUST_002756,154,6,5518.37,1,1,2,4,Lost
CUST_002757,34,6,4901.33,3,1,2,6,Promising
CUST_002758,148,8,4893.74,1,3,2,6,Lost
CUST_002759,13,10,2298.43,5,4,1,10,Loyal Customers
CUST_002760,375,3,1659.61,1,1,1,3,Lost
CUST_002761,1,10,9959.56,5,4,4,13,Champions
CUST_002762,55,10,11142.66,2,4,5,11,At Risk
CUST_002763,4,7,9421.1,5,2,4,11,Loyal Customers
CUST_002764,58,9,7897.599999999999,2,3,4,9,At Risk
CUST_002765,77,14,8042.89,2,5,4,11,At Risk
CUST_002766,1,9,5520.96,5,3,2,10,Loyal Customers
CUST_002767,64,9,6385.95,2,3,3,8,Cannot Lose Them
CUST_002768,54,5,4450.08,2,1,2,5,Lost
CUST_002769,271,6,3629.28,1,1,1,3,Lost
CUST_002770,118,9,7022.54,1,3,3,7,Cannot Lose Them
CUST_002771,30,11,13175.02,4,4,5,13,Champions
CUST_002772,116,6,2842.62,1,1,1,3,Lost
CUST_002773,61,6,5172.19,2,1,2,5,Lost
CUST_002774,48,16,16547.45,3,5,5,13,Champions
CUST_002775,126,7,2847.56,1,2,1,4,Lost
CUST_002776,3,10,12386.92,5,4,5,14,Champions
CUST_002777,44,8,4964.110000000001,3,3,2,8,Need Attention
CUST_002778,43,8,5595.55,3,3,2,8,Need Attention
CUST_002779,48,10,9012.45,3,4,4,11,Loyal Customers
CUST_002780,40,7,2336.12,3,2,1,6,Promising
CUST_002781,57,9,8550.939999999999,2,3,4,9,At Risk
CUST_002782,204,6,4738.55,1,1,2,4,Lost
CUST_002783,11,12,14786.54,5,5,5,15,Champions
CUST_002784,33,7,4580.9800000000005,3,2,2,7,Promising
CUST_002785,40,13,6700.48,3,5,3,11,Loyal Customers
CUST_002786,87,4,781.31,2,1,1,4,Lost
CUST_002787,100,7,8065.99,1,2,4,7,Cannot Lose Them
CUST_002788,7,8,5601.28,5,3,2,10,Loyal Customers
CUST_002789,71,6,1993.84,2,1,1,4,Lost
CUST_002790,68,8,5788.85,2,3,2,7,Cannot Lose Them
