customer_id,total_orders,total_revenue,total_freight,total_profit,avg_order_value,first_order,last_order,recency_days,customer_lifetime_days,customer_segment
CUST_002564,8,6213.639999999999,738.08,5475.56,564.8763636363636,2022-08-29 19:00:00,2023-12-19 05:00:00,11,476,Loyal
CUST_002565,7,10049.98,1368.38,8681.6,717.8557142857143,2022-12-01 13:00:00,2023-12-27 12:00:00,3,390,Loyal
CUST_002566,5,5903.509999999999,753.6,5149.91,590.3509999999999,2022-07-22 15:00:00,2023-12-25 19:00:00,5,521,Loyal
CUST_002567,6,3347.4,287.61,3059.79,478.2,2022-07-27 20:00:00,2023-10-24 20:00:00,67,454,Loyal
CUST_002568,7,4704.54,693.8199999999999,4010.72,470.454,2022-09-02 12:00:00,2023-11-14 19:00:00,46,438,Loyal
CUST_002569,10,12238.22,1873.25,10364.97,679.901111111111,2022-04-20 16:00:00,2023-11-08 06:00:00,52,566,Loyal
CUST_002570,7,8130.67,1151.13,6979.54,677.5558333333333,2022-02-21 04:00:00,2023-12-18 03:00:00,12,664,Loyal
CUST_002571,8,3707.03,539.4,3167.63,337.00272727272727,2022-05-18 14:00:00,2023-10-18 02:00:00,73,517,Loyal
CUST_002572,9,5124.0,605.81,4518.1900000000005,427.0,2022-01-31 22:00:00,2023-12-18 17:00:00,12,685,Loyal
CUST_002573,3,4450.79,577.59,3873.2,741.7983333333333,2022-03-07 20:00:00,2023-04-02 20:00:00,272,391,Active
CUST_002574,4,2760.8900000000003,398.86,2362.03,690.2225000000001,2022-03-05 12:00:00,2023-06-29 11:00:00,184,480,Active
CUST_002575,9,6798.4800000000005,828.72,5969.759999999999,399.91058823529414,2022-02-22 23:00:00,2023-11-04 21:00:00,56,619,Loyal
CUST_002576,3,940.16,166.69,773.47,313.38666666666666,2022-09-03 00:00:00,2023-04-06 17:00:00,268,215,Active
CUST_002577,9,11216.85,1579.83,9637.02,934.7375000000001,2022-01-26 16:00:00,2023-12-14 16:00:00,16,687,Loyal
CUST_002578,4,5492.88,739.27,4753.61,784.6971428571429,2022-06-01 15:00:00,2023-07-18 15:00:00,165,412,Active
CUST_002579,13,6733.24,784.75,5948.49,292.7495652173913,2022-05-26 21:00:00,2023-12-23 07:00:00,7,575,Loyal
CUST_002580,9,4606.51,574.05,4032.46,383.87583333333333,2022-01-31 15:00:00,2023-12-21 14:00:00,9,688,Loyal
CUST_002581,8,3605.31,452.70000000000005,3152.61,257.52214285714285,2022-03-07 04:00:00,2023-09-13 09:00:00,108,555,Loyal
CUST_002582,9,2895.58,315.94,2579.64,222.73692307692306,2023-01-19 16:00:00,2023-07-25 05:00:00,158,186,Loyal
CUST_002583,4,2802.23,341.46,2460.7700000000004,467.03833333333336,2022-03-25 00:00:00,2023-10-27 06:00:00,64,581,Active
CUST_002584,1,897.2,86.59,810.61,224.3,2022-11-02 05:00:00,2022-11-02 05:00:00,423,0,New
CUST_002585,11,8451.460000000001,1174.72,7276.74,497.144705882353,2022-02-02 14:00:00,2023-07-28 11:00:00,155,540,Loyal
CUST_002586,5,2999.4500000000003,378.08,2621.37,428.4928571428572,2022-11-05 00:00:00,2023-11-21 16:00:00,39,381,Loyal
CUST_002587,15,9163.53,1121.23,8042.3,381.81375,2022-01-17 02:00:00,2023-11-09 23:00:00,51,661,Loyal
CUST_002588,11,12160.55,1364.87,10795.68,640.028947368421,2022-01-22 16:00:00,2023-12-24 07:00:00,6,700,Loyal
CUST_002589,12,10084.55,1228.96,8855.59,530.7657894736842,2022-01-09 16:00:00,2023-11-26 16:00:00,34,686,Loyal
CUST_002590,5,6237.92,787.69,5450.2300000000005,891.1314285714286,2022-03-31 04:00:00,2023-09-21 19:00:00,100,539,Loyal
CUST_002591,13,9890.26,1359.05,8531.21,412.0941666666667,2022-05-22 03:00:00,2023-12-27 00:00:00,4,583,Loyal
CUST_002592,10,8781.82,1022.47,7759.35,585.4546666666666,2022-03-03 03:00:00,2023-12-15 18:00:00,15,652,Loyal
CUST_002593,9,17090.4,1965.76,15124.64,1005.3176470588236,2022-01-27 06:00:00,2023-11-08 19:00:00,52,650,Loyal
CUST_002594,9,9470.99,1074.92,8396.07,498.47315789473686,2022-05-10 05:00:00,2023-10-13 08:00:00,78,521,Loyal
CUST_002595,15,13574.57,1550.01,12024.56,590.1986956521739,2022-01-06 21:00:00,2023-11-26 07:00:00,34,688,Loyal
CUST_002596,5,4240.110000000001,561.1899999999999,3678.92,530.0137500000001,2022-06-22 10:00:00,2023-11-10 13:00:00,50,506,Loyal
CUST_002597,12,9088.08,1295.17,7792.91,478.32,2022-03-17 02:00:00,2023-12-17 12:00:00,13,640,Loyal
CUST_002598,10,10068.35,1321.61,8746.74,719.1678571428572,2022-04-12 02:00:00,2023-12-24 16:00:00,6,621,Loyal
CUST_002599,9,6670.08,946.84,5723.24,370.56,2022-01-15 02:00:00,2023-12-10 18:00:00,20,694,Loyal
CUST_002600,9,6780.07,770.21,6009.86,423.754375,2022-05-16 20:00:00,2023-11-05 13:00:00,55,537,Loyal
CUST_002601,5,3593.53,500.13,3093.4,449.19125,2022-03-20 17:00:00,2023-12-21 15:00:00,9,640,Loyal
CUST_002602,10,9768.050000000001,1199.58,8568.47,651.2033333333334,2022-07-28 17:00:00,2023-12-14 10:00:00,16,503,Loyal
CUST_002603,9,6281.51,863.36,5418.15,418.76733333333334,2023-05-30 21:00:00,2023-11-15 21:00:00,45,169,Loyal
CUST_002604,6,4330.61,646.0400000000001,3684.57,541.32625,2022-01-15 13:00:00,2023-12-13 20:00:00,17,697,Loyal
CUST_002605,10,9565.42,1354.44,8210.98,637.6946666666666,2022-04-22 09:00:00,2023-12-15 12:00:00,15,602,Loyal
CUST_002606,9,4040.11,556.3000000000001,3483.81,310.7776923076923,2022-07-09 23:00:00,2023-11-19 14:00:00,41,497,Loyal
CUST_002607,6,2841.74,298.92,2542.82,355.2175,2022-10-18 20:00:00,2023-11-05 11:00:00,55,382,Loyal
CUST_002608,8,3686.62,358.99,3327.63,307.2183333333333,2022-01-10 04:00:00,2023-11-26 00:00:00,35,684,Loyal
CUST_002609,10,8746.58,1194.27,7552.3099999999995,672.8138461538462,2022-03-17 01:00:00,2023-12-16 11:00:00,14,639,Loyal
CUST_002610,6,6070.79,856.6899999999999,5214.1,674.5322222222222,2022-04-22 08:00:00,2023-12-04 02:00:00,26,590,Loyal
CUST_002611,8,6920.59,828.32,6092.27,494.32785714285717,2022-07-16 19:00:00,2023-12-18 10:00:00,12,519,Loyal
CUST_002612,5,5202.56,619.16,4583.4,400.1969230769231,2022-11-22 12:00:00,2023-10-11 06:00:00,80,322,Loyal
CUST_002613,7,3393.72,474.67999999999995,2919.04,484.8171428571428,2022-08-30 17:00:00,2023-12-19 02:00:00,11,475,Loyal
CUST_002614,8,3948.26,569.26,3379.0,282.0185714285714,2022-01-16 23:00:00,2023-12-22 12:00:00,8,704,Loyal
CUST_002615,8,6759.5199999999995,908.21,5851.31,450.63466666666665,2022-03-02 14:00:00,2023-11-08 08:00:00,52,615,Loyal
CUST_002616,7,11486.0,1649.6100000000001,9836.39,1044.1818181818182,2022-04-11 05:00:00,2023-10-19 14:00:00,72,556,Loyal
CUST_002617,14,8556.49,1261.81,7294.68,372.02130434782606,2022-06-14 14:00:00,2023-12-26 10:00:00,4,559,Loyal
CUST_002618,7,5208.09,625.25,4582.84,651.01125,2022-03-19 09:00:00,2023-09-04 23:00:00,117,534,Loyal
CUST_002619,8,3121.25,301.93,2819.32,346.80555555555554,2022-01-13 19:00:00,2023-08-10 11:00:00,142,573,Loyal
CUST_002620,7,4646.6,544.69,4101.91,580.825,2022-03-16 15:00:00,2023-11-02 07:00:00,58,595,Loyal
CUST_002621,11,9961.48,1231.24,8730.24,664.0986666666666,2022-04-18 06:00:00,2023-11-17 16:00:00,43,578,Loyal
CUST_002622,7,4062.3199999999997,368.14,3694.18,507.78999999999996,2022-06-01 09:00:00,2023-07-08 02:00:00,175,401,Loyal
CUST_002623,7,3657.8700000000003,513.0799999999999,3144.79,457.23375000000004,2022-06-03 06:00:00,2023-08-27 14:00:00,125,450,Loyal
CUST_002624,6,7206.37,657.51,6548.86,900.79625,2023-03-28 21:00:00,2023-10-12 14:00:00,79,197,Loyal
CUST_002625,8,12895.71,1463.73,11431.98,758.5711764705882,2022-01-27 09:00:00,2023-06-07 20:00:00,206,496,Loyal
CUST_002626,6,5536.93,634.66,4902.27,615.2144444444444,2022-10-31 22:00:00,2023-11-14 01:00:00,46,378,Loyal
CUST_002627,8,6236.6900000000005,678.28,5558.41,389.79312500000003,2022-03-10 05:00:00,2023-12-12 19:00:00,18,642,Loyal
CUST_002628,10,5692.84,820.53,4872.31,299.62315789473683,2022-07-18 19:00:00,2023-12-09 03:00:00,21,508,Loyal
CUST_002629,8,7575.5599999999995,837.0799999999999,6738.48,757.5559999999999,2022-06-11 01:00:00,2023-12-30 14:00:00,0,567,Loyal
CUST_002630,8,8461.14,987.65,7473.49,650.8569230769231,2022-07-23 23:00:00,2023-11-08 09:00:00,52,472,Loyal
CUST_002631,7,5535.49,828.24,4707.25,553.549,2022-01-20 12:00:00,2023-10-12 01:00:00,79,629,Loyal
CUST_002632,5,4824.35,534.61,4289.74,689.1928571428572,2023-03-16 16:00:00,2023-11-02 08:00:00,58,230,Loyal
CUST_002633,2,893.19,78.69,814.5,223.2975,2023-04-12 14:00:00,2023-09-11 08:00:00,110,151,Active
CUST_002634,4,2528.5,284.54,2243.96,280.94444444444446,2022-04-09 07:00:00,2023-07-01 17:00:00,182,448,Active
CUST_002635,5,5481.17,697.47,4783.7,609.0188888888889,2022-05-23 19:00:00,2023-11-14 21:00:00,46,540,Loyal
CUST_002636,12,4915.23,596.11,4319.12,289.13117647058823,2022-01-12 19:00:00,2023-08-31 06:00:00,121,595,Loyal
CUST_002637,11,4466.71,500.09,3966.62,235.09,2022-05-17 04:00:00,2023-12-25 20:00:00,5,587,Loyal
CUST_002638,14,12884.57,1748.8100000000002,11135.76,678.1352631578948,2022-03-31 08:00:00,2023-12-14 23:00:00,16,623,Loyal
CUST_002639,4,1079.44,175.64999999999998,903.79,269.86,2022-09-20 02:00:00,2023-12-11 02:00:00,19,447,Active
CUST_002640,5,7528.68,962.3699999999999,6566.3099999999995,752.868,2022-06-12 11:00:00,2023-12-15 11:00:00,15,551,Loyal
CUST_002641,3,3986.95,393.23,3593.7200000000003,498.36875,2022-10-16 02:00:00,2023-02-11 01:00:00,322,117,Active
CUST_002642,3,1348.21,217.85,1130.36,449.40333333333336,2022-01-07 04:00:00,2023-10-25 12:00:00,66,656,Active
CUST_002643,12,9498.880000000001,1133.53,8365.35,633.2586666666667,2022-11-04 23:00:00,2023-10-08 09:00:00,83,337,Loyal
CUST_002644,4,6169.14,685.5,5483.639999999999,881.3057142857143,2022-09-18 23:00:00,2023-08-16 08:00:00,136,331,Active
CUST_002645,13,6921.48,880.8199999999999,6040.66,314.6127272727272,2022-06-23 02:00:00,2023-11-30 07:00:00,30,525,Loyal
CUST_002646,4,3273.3,512.9,2760.4,327.33000000000004,2022-02-25 13:00:00,2023-08-09 07:00:00,143,529,Active
CUST_002647,10,6226.38,924.97,5301.41,327.7042105263158,2022-01-30 12:00:00,2023-05-18 21:00:00,226,473,Loyal
CUST_002648,5,1667.98,187.78,1480.2,333.596,2022-05-17 04:00:00,2023-05-03 21:00:00,241,351,Loyal
CUST_002649,8,5813.86,934.76,4879.1,484.4883333333333,2022-04-28 02:00:00,2023-07-02 06:00:00,181,430,Loyal
CUST_002650,6,3582.8399999999997,541.75,3041.0899999999997,298.57,2022-01-28 19:00:00,2023-11-20 01:00:00,40,660,Loyal
CUST_002651,9,7234.28,947.34,6286.9400000000005,602.8566666666667,2022-05-14 12:00:00,2023-11-28 14:00:00,32,563,Loyal
CUST_002652,7,3267.54,378.78999999999996,2888.75,297.0490909090909,2022-06-22 04:00:00,2023-10-26 14:00:00,65,491,Loyal
CUST_002653,12,9409.62,1334.54,8075.08,553.5070588235294,2022-04-20 12:00:00,2023-12-28 16:00:00,2,617,Loyal
CUST_002654,12,9844.48,1226.16,8618.32,518.1305263157894,2022-01-01 16:00:00,2023-12-05 15:00:00,25,702,Loyal
CUST_002655,5,5855.32,760.01,5095.31,975.8866666666667,2022-09-09 03:00:00,2023-12-19 13:00:00,11,466,Loyal
CUST_002656,5,3547.56,488.33,3059.23,591.26,2022-05-28 09:00:00,2023-04-26 02:00:00,248,332,Loyal
CUST_002657,9,8239.83,1093.8899999999999,7145.9400000000005,549.322,2022-03-27 20:00:00,2023-12-24 09:00:00,6,636,Loyal
CUST_002658,11,11171.96,1584.54,9587.42,620.6644444444444,2022-06-15 19:00:00,2023-11-26 14:00:00,34,528,Loyal
CUST_002659,9,6757.35,825.57,5931.780000000001,563.1125000000001,2022-02-12 01:00:00,2023-10-19 13:00:00,72,614,Loyal
CUST_002660,10,7562.44,886.19,6676.25,581.7261538461538,2022-06-23 00:00:00,2023-09-03 08:00:00,118,437,Loyal
CUST_002661,12,10187.39,1073.42,9113.97,509.36949999999996,2022-01-30 03:00:00,2023-12-26 12:00:00,4,695,Loyal
CUST_002662,10,5951.97,794.78,5157.1900000000005,350.1158823529412,2022-03-11 13:00:00,2023-11-25 00:00:00,36,623,Loyal
CUST_002663,8,5681.59,849.54,4832.05,568.159,2022-05-01 23:00:00,2023-10-18 20:00:00,73,534,Loyal
CUST_002664,15,12380.86,1540.63,10840.23,538.2982608695653,2022-02-12 08:00:00,2023-12-15 20:00:00,15,671,Loyal
CUST_002665,7,6350.5,974.31,5376.1900000000005,577.3181818181819,2022-08-26 13:00:00,2023-11-21 10:00:00,39,451,Loyal
CUST_002666,9,7019.51,1123.21,5896.3,412.9123529411765,2022-11-02 13:00:00,2023-12-11 16:00:00,19,404,Loyal
CUST_002667,8,6348.080000000001,933.1,5414.98,577.0981818181818,2022-09-17 05:00:00,2023-12-14 18:00:00,16,453,Loyal
CUST_002668,11,8858.94,1229.8799999999999,7629.0599999999995,442.947,2022-03-14 20:00:00,2023-12-14 13:00:00,16,639,Loyal
CUST_002669,5,2511.65,303.82,2207.83,418.60833333333335,2022-02-22 23:00:00,2023-11-28 23:00:00,32,644,Loyal
CUST_002670,9,15757.39,1788.6100000000001,13968.78,875.4105555555556,2022-01-18 18:00:00,2023-11-26 06:00:00,34,676,Loyal
CUST_002671,6,4854.639999999999,599.62,4255.02,606.8299999999999,2022-01-17 05:00:00,2023-11-25 14:00:00,35,677,Loyal
CUST_002672,13,8267.89,985.95,7281.9400000000005,375.8131818181818,2022-02-09 21:00:00,2023-11-19 14:00:00,41,647,Loyal
CUST_002673,8,3749.98,546.01,3203.9700000000003,340.90727272727275,2022-04-22 21:00:00,2023-08-15 10:00:00,137,479,Loyal
CUST_002674,4,1392.95,199.60000000000002,1193.35,198.99285714285716,2022-03-03 10:00:00,2023-12-06 13:00:00,24,643,Active
CUST_002675,9,7385.44,1105.81,6279.63,492.36266666666666,2022-06-28 12:00:00,2023-12-13 20:00:00,17,533,Loyal
CUST_002676,9,9352.17,1204.61,8147.56,668.0121428571429,2022-02-16 15:00:00,2023-10-15 08:00:00,76,605,Loyal
CUST_002677,7,1685.38,264.72,1420.66,240.76857142857145,2022-10-27 07:00:00,2023-11-23 13:00:00,37,392,Loyal
CUST_002678,5,5452.4400000000005,516.5799999999999,4935.86,681.5550000000001,2022-04-10 20:00:00,2023-09-08 14:00:00,113,515,Loyal
CUST_002679,6,6554.93,912.22,5642.71,728.3255555555556,2022-06-21 12:00:00,2023-08-16 12:00:00,136,421,Loyal
CUST_002680,9,5075.07,519.21,4555.860000000001,390.39,2022-03-08 09:00:00,2023-12-11 16:00:00,19,643,Loyal
CUST_002681,8,5207.64,750.65,4456.99,400.58769230769235,2022-08-05 02:00:00,2023-12-12 02:00:00,18,494,Loyal
CUST_002682,8,5565.17,721.6999999999999,4843.47,556.517,2022-06-20 21:00:00,2023-12-28 06:00:00,2,555,Loyal
CUST_002683,7,8935.15,1517.62,7417.530000000001,744.5958333333333,2022-07-19 06:00:00,2023-12-22 14:00:00,8,521,Loyal
CUST_002684,7,4956.82,600.41,4356.41,550.7577777777777,2022-04-18 10:00:00,2023-12-19 19:00:00,11,610,Loyal
CUST_002685,6,2491.77,350.09000000000003,2141.6800000000003,355.96714285714285,2022-04-06 00:00:00,2023-12-11 06:00:00,19,614,Loyal
CUST_002686,4,2267.41,268.82,1998.5899999999997,323.9157142857143,2022-11-02 02:00:00,2023-08-11 01:00:00,141,281,Active
CUST_002687,7,3624.3,351.18,3273.12,362.43,2022-02-13 21:00:00,2023-12-19 23:00:00,11,674,Loyal
CUST_002688,11,11572.64,1759.78,9812.86,503.1582608695652,2022-01-16 01:00:00,2023-11-27 00:00:00,34,679,Loyal
CUST_002689,8,4914.43,676.57,4237.860000000001,446.7663636363637,2023-04-14 13:00:00,2023-11-27 07:00:00,33,226,Loyal
CUST_002690,12,7242.89,700.5,6542.389999999999,381.20473684210526,2022-01-23 04:00:00,2023-12-10 11:00:00,20,686,Loyal
CUST_002691,6,4765.77,888.02,3877.75,680.8242857142858,2022-09-03 21:00:00,2023-09-23 09:00:00,98,384,Loyal
CUST_002692,13,10198.76,1291.8700000000001,8906.89,637.4225,2022-01-19 12:00:00,2023-12-04 14:00:00,26,684,Loyal
CUST_002693,8,8714.64,1198.33,7516.3099999999995,726.2199999999999,2022-08-02 18:00:00,2023-11-29 03:00:00,31,483,Loyal
CUST_002694,11,12608.009999999998,1715.85,10892.16,630.4005,2022-03-25 17:00:00,2023-12-24 15:00:00,6,638,Loyal
CUST_002695,5,3857.1299999999997,572.09,3285.04,642.8549999999999,2022-03-08 00:00:00,2023-09-18 19:00:00,103,559,Loyal
CUST_002696,10,7642.73,889.47,6753.259999999999,545.9092857142857,2022-03-29 04:00:00,2023-10-17 08:00:00,74,567,Loyal
CUST_002697,5,6238.83,659.11,5579.719999999999,891.2614285714286,2022-11-16 00:00:00,2023-12-11 06:00:00,19,390,Loyal
CUST_002698,10,3022.54,326.55,2695.99,232.50307692307692,2022-03-25 05:00:00,2023-11-11 09:00:00,49,596,Loyal
CUST_002699,9,6412.63,1001.47,5411.16,582.9663636363637,2022-05-24 22:00:00,2023-10-24 20:00:00,67,517,Loyal
CUST_002700,10,6382.45,770.53,5611.92,455.8892857142857,2022-04-24 05:00:00,2023-12-16 23:00:00,14,601,Loyal
CUST_002701,5,3568.57,667.86,2900.71,713.714,2022-03-25 07:00:00,2023-09-06 15:00:00,115,530,Loyal
CUST_002702,9,2820.55,275.89,2544.66,313.39444444444445,2022-01-09 12:00:00,2023-10-30 09:00:00,61,658,Loyal
CUST_002703,5,2051.9900000000002,282.01,1769.98,256.49875000000003,2022-06-12 12:00:00,2023-11-06 22:00:00,54,512,Loyal
CUST_002704,12,9455.970000000001,1476.54,7979.43,450.2842857142858,2022-05-17 08:00:00,2023-11-18 07:00:00,42,549,Loyal
CUST_002705,7,3997.2999999999997,430.98,3566.3199999999997,444.1444444444444,2022-03-10 13:00:00,2023-10-26 02:00:00,65,594,Loyal
CUST_002706,8,10587.33,1194.77,9392.56,622.7841176470588,2022-06-24 12:00:00,2023-07-22 07:00:00,161,392,Loyal
CUST_002707,6,7079.97,1048.28,6031.69,707.9970000000001,2022-03-16 16:00:00,2023-08-21 09:00:00,131,522,Loyal
CUST_002708,7,10832.85,1034.43,9798.42,722.19,2022-03-17 20:00:00,2023-09-23 22:00:00,98,555,Loyal
CUST_002709,6,7524.25,1049.85,6474.400000000001,684.0227272727273,2022-08-01 11:00:00,2023-12-02 22:00:00,28,488,Loyal
CUST_002710,8,6693.86,739.65,5954.21,446.2573333333333,2022-04-21 08:00:00,2023-07-12 12:00:00,171,447,Loyal
CUST_002711,7,5980.67,898.58,5082.09,498.38916666666665,2022-07-07 06:00:00,2023-08-21 09:00:00,131,410,Loyal
CUST_002712,8,4025.37,539.76,3485.61,365.94272727272727,2022-01-07 20:00:00,2023-06-12 05:00:00,201,520,Loyal
CUST_002713,7,5916.3099999999995,657.16,5259.150000000001,455.1007692307692,2022-05-04 21:00:00,2023-12-09 23:00:00,21,584,Loyal
CUST_002714,7,4946.240000000001,464.36999999999995,4481.87,549.5822222222223,2022-11-23 05:00:00,2023-12-06 19:00:00,24,378,Loyal
CUST_002715,12,7629.39,1022.71,6606.679999999999,476.836875,2022-02-04 12:00:00,2023-11-07 11:00:00,53,640,Loyal
CUST_002716,13,10568.67,1151.46,9417.210000000001,440.36125,2022-02-02 16:00:00,2023-12-01 04:00:00,29,666,Loyal
CUST_002717,11,8805.86,1192.56,7613.3,550.36625,2022-06-30 02:00:00,2023-12-26 02:00:00,4,544,Loyal
CUST_002718,7,4380.97,662.89,3718.08,625.8528571428571,2022-04-13 14:00:00,2023-09-15 00:00:00,107,519,Loyal
CUST_002719,8,6918.22,917.11,6001.11,461.2146666666667,2022-04-22 00:00:00,2023-12-13 16:00:00,17,600,Loyal
CUST_002720,8,3563.5,559.12,3004.38,323.95454545454544,2023-05-05 09:00:00,2023-12-25 19:00:00,5,234,Loyal
CUST_002721,15,14454.44,1978.15,12476.29,498.4289655172414,2022-03-04 08:00:00,2023-12-13 09:00:00,17,649,Loyal
CUST_002722,3,789.92,97.57,692.35,263.3066666666667,2022-04-03 06:00:00,2023-11-14 17:00:00,46,590,Active
CUST_002723,10,12176.380000000001,1476.82,10699.56,869.7414285714286,2022-07-08 12:00:00,2023-12-21 00:00:00,10,530,Loyal
CUST_002724,6,7783.8,713.33,7070.47,707.6181818181818,2022-01-01 01:00:00,2023-09-22 00:00:00,100,628,Loyal
CUST_002725,6,5346.65,802.6899999999999,4543.96,891.1083333333332,2022-11-02 10:00:00,2023-12-25 02:00:00,5,417,Loyal
CUST_002726,9,7816.8099999999995,1132.3799999999999,6684.43,710.6190909090909,2022-06-27 23:00:00,2023-11-15 03:00:00,45,505,Loyal
CUST_002727,4,2543.31,404.44,2138.87,508.662,2022-12-11 16:00:00,2023-06-18 10:00:00,195,188,Active
CUST_002728,8,3890.35,525.02,3365.33,389.03499999999997,2022-07-17 13:00:00,2023-08-03 03:00:00,149,381,Loyal
CUST_002729,5,3647.7,380.06,3267.64,331.60909090909087,2022-06-04 03:00:00,2023-07-03 14:00:00,180,394,Loyal
CUST_002730,11,7401.7,968.62,6433.08,493.44666666666666,2022-08-19 15:00:00,2023-10-20 11:00:00,71,426,Loyal
CUST_002731,12,6333.44,654.84,5678.6,395.84,2022-06-26 19:00:00,2023-11-08 15:00:00,52,499,Loyal
CUST_002732,5,2365.02,292.98,2072.04,295.6275,2022-04-28 23:00:00,2023-07-25 09:00:00,158,452,Loyal
CUST_002733,8,8933.24,1134.99,7798.25,638.0885714285714,2022-08-14 14:00:00,2023-06-16 20:00:00,197,306,Loyal
CUST_002734,8,4646.16,530.51,4115.65,387.18,2022-05-17 07:00:00,2023-12-25 23:00:00,5,587,Loyal
CUST_002735,7,5677.5199999999995,606.49,5071.03,405.53714285714284,2022-03-02 15:00:00,2023-11-08 23:00:00,52,616,Loyal
CUST_002736,7,8981.01,1075.1200000000001,7905.89,898.101,2022-01-26 22:00:00,2023-11-13 14:00:00,47,655,Loyal
CUST_002737,8,5058.81,647.32,4411.49,632.35125,2022-02-23 03:00:00,2023-09-03 06:00:00,118,557,Loyal
CUST_002738,6,5157.13,560.4,4596.7300000000005,644.64125,2022-10-26 17:00:00,2023-10-31 23:00:00,60,370,Loyal
CUST_002739,8,6583.219999999999,826.78,5756.4400000000005,658.3219999999999,2022-02-25 18:00:00,2023-11-29 20:00:00,31,642,Loyal
CUST_002740,6,5474.35,773.37,4700.9800000000005,497.66818181818184,2022-04-24 00:00:00,2023-11-21 17:00:00,39,576,Loyal
CUST_002741,11,6690.110000000001,902.08,5788.03,393.5358823529412,2022-01-18 14:00:00,2023-11-30 23:00:00,30,681,Loyal
CUST_002742,7,4733.97,558.8199999999999,4175.150000000001,430.3609090909091,2022-06-26 03:00:00,2023-11-27 07:00:00,33,519,Loyal
CUST_002743,9,2684.49,309.21,2375.28,268.44899999999996,2022-07-14 10:00:00,2023-12-28 20:00:00,2,532,Loyal
CUST_002744,7,6023.51,740.47,5283.04,463.3469230769231,2022-05-10 20:00:00,2023-12-10 20:00:00,20,579,Loyal
CUST_002745,8,10011.07,1456.78,8554.29,770.0823076923077,2022-05-27 11:00:00,2023-12-06 06:00:00,24,557,Loyal
CUST_002746,8,8745.16,1068.89,7676.27,795.0145454545454,2022-01-11 11:00:00,2023-11-23 01:00:00,37,680,Loyal
CUST_002747,8,9138.97,880.11,8258.86,537.5864705882352,2022-06-06 12:00:00,2023-12-17 00:00:00,14,558,Loyal
CUST_002748,11,16324.14,1938.42,14385.72,742.0063636363636,2022-06-28 17:00:00,2023-10-27 18:00:00,64,486,Loyal
CUST_002749,9,3694.96,504.13,3190.83,307.91333333333336,2022-08-03 18:00:00,2023-10-31 20:00:00,60,454,Loyal
CUST_002750,5,3254.48,253.97,3000.5099999999998,542.4133333333333,2022-06-14 20:00:00,2023-12-16 14:00:00,14,549,Loyal
CUST_002751,7,3966.2500000000005,646.03,3320.22,396.62500000000006,2022-04-13 23:00:00,2023-04-04 16:00:00,270,355,Loyal
CUST_002752,4,715.8,102.11,613.69,143.16,2022-06-10 21:00:00,2023-07-05 04:00:00,178,389,Active
CUST_002753,7,4639.28,649.2099999999999,3990.07,515.4755555555555,2022-07-03 18:00:00,2023-11-19 10:00:00,41,503,Loyal
CUST_002754,13,8014.120000000001,1049.0,6965.12,500.88250000000005,2022-01-19 00:00:00,2023-12-09 16:00:00,21,689,Loyal
CUST_002755,9,8905.82,1276.63,7629.19,593.7213333333333,2022-01-01 21:00:00,2023-11-26 23:00:00,34,694,Loyal
CUST_002756,6,5518.37,770.35,4748.0199999999995,788.3385714285714,2022-01-02 12:00:00,2023-07-30 00:00:00,154,573,Loyal
CUST_002757,6,4901.33,605.62,4295.71,350.09499999999997,2023-03-20 13:00:00,2023-11-26 19:00:00,34,251,Loyal
CUST_002758,8,4893.74,550.41,4343.33,349.55285714285714,2022-05-25 18:00:00,2023-08-04 03:00:00,148,435,Loyal
CUST_002759,10,2298.43,306.07,1992.3600000000001,208.9481818181818,2022-06-03 08:00:00,2023-12-17 07:00:00,13,561,Loyal
CUST_002760,3,1659.61,224.41,1435.2,237.08714285714285,2022-08-31 08:00:00,2022-12-20 01:00:00,375,110,Active
CUST_002761,10,9959.56,1110.69,8848.87,585.8564705882353,2022-01-06 09:00:00,2023-12-29 11:00:00,1,722,Loyal
CUST_002762,10,11142.66,1417.22,9725.44,530.6028571428571,2022-03-30 11:00:00,2023-11-05 15:00:00,55,585,Loyal
CUST_002763,7,9421.1,1216.79,8204.31,672.9357142857143,2022-02-22 07:00:00,2023-12-26 08:00:00,4,672,Loyal
CUST_002764,9,7897.599999999999,791.25,7106.349999999999,526.5066666666667,2022-04-09 11:00:00,2023-11-02 11:00:00,58,572,Loyal
CUST_002765,14,8042.89,921.76,7121.13,321.7156,2022-02-20 16:00:00,2023-10-14 13:00:00,77,600,Loyal
CUST_002766,9,5520.96,515.12,5005.84,501.9054545454546,2022-08-27 17:00:00,2023-12-29 01:00:00,1,488,Loyal
CUST_002767,9,6385.95,953.8199999999999,5432.13,399.121875,2022-03-02 08:00:00,2023-10-27 19:00:00,64,604,Loyal
CUST_002768,5,4450.08,511.13,3938.95,741.68,2022-07-21 15:00:00,2023-11-06 14:00:00,54,472,Loyal
CUST_002769,6,3629.28,527.64,3101.64,279.17538461538464,2022-04-03 11:00:00,2023-04-03 17:00:00,271,365,Loyal
CUST_002770,9,7022.54,881.13,6141.41,413.0905882352941,2022-04-16 15:00:00,2023-09-03 15:00:00,118,505,Loyal
