order_id,payment_value,payment_type,payment_installments
ORD_0014227,317.22,boleto,6
ORD_0014228,209.88,debit_card,1
ORD_0014229,688.36,credit_card,3
ORD_0014230,114.27,voucher,6
ORD_0014231,323.71,credit_card,1
ORD_0014232,93.81,boleto,6
ORD_0014233,892.01,credit_card,3
ORD_0014234,46.24,credit_card,6
ORD_0014235,88.23,voucher,1
ORD_0014236,141.5,credit_card,1
ORD_0014237,64.18,credit_card,3
ORD_0014238,88.61,credit_card,10
ORD_0014239,207.82,credit_card,1
ORD_0014240,884.09,boleto,1
ORD_0014241,2088.99,voucher,6
ORD_0014242,302.31,credit_card,1
ORD_0014243,1439.1999999999998,credit_card,1
ORD_0014244,3896.85,credit_card,3
ORD_0014245,342.18,credit_card,1
ORD_0014246,99.08,debit_card,1
ORD_0014247,992.4200000000001,credit_card,6
ORD_0014248,1786.18,credit_card,1
ORD_0014249,204.91,boleto,3
ORD_0014250,445.55,debit_card,6
ORD_0014251,505.35,credit_card,2
ORD_0014252,55.41,credit_card,3
ORD_0014253,156.99,credit_card,2
ORD_0014254,1266.85,credit_card,1
ORD_0014255,53.78,debit_card,3
ORD_0014256,117.95,voucher,10
ORD_0014257,855.45,credit_card,6
ORD_0014258,212.16,voucher,1
ORD_0014259,1241.51,credit_card,3
ORD_0014260,230.77,credit_card,1
ORD_0014261,70.79,debit_card,3
ORD_0014262,68.57,boleto,6
ORD_0014263,200.36,credit_card,1
ORD_0014264,40.59,boleto,3
ORD_0014265,290.34,credit_card,3
ORD_0014266,669.6,credit_card,1
ORD_0014267,1961.07,credit_card,1
ORD_0014268,118.8,credit_card,1
ORD_0014269,1108.04,boleto,1
ORD_0014270,454.95,credit_card,2
ORD_0014271,274.9,credit_card,1
ORD_0014272,786.65,credit_card,1
ORD_0014273,3342.9,credit_card,1
ORD_0014274,34.83,credit_card,1
ORD_0014275,870.15,credit_card,1
ORD_0014276,153.65,voucher,3
ORD_0014277,472.09,credit_card,1
ORD_0014278,403.05,credit_card,3
ORD_0014279,1577.09,debit_card,6
ORD_0014280,169.58,credit_card,2
ORD_0014281,50.52,credit_card,1
ORD_0014282,49.58,credit_card,6
ORD_0014283,95.06,credit_card,1
ORD_0014284,693.48,credit_card,1
ORD_0014285,1179.37,credit_card,10
ORD_0014286,652.75,credit_card,2
ORD_0014287,2594.85,boleto,12
ORD_0014288,182.35,credit_card,1
ORD_0014289,4093.37,boleto,3
ORD_0014290,2543.94,credit_card,6
ORD_0014291,332.68,credit_card,1
ORD_0014292,51.03,voucher,2
ORD_0014293,3688.7599999999998,boleto,1
ORD_0014294,312.2,debit_card,2
ORD_0014295,363.19,credit_card,1
ORD_0014296,316.86,boleto,10
ORD_0014297,2487.71,credit_card,10
ORD_0014298,171.81,credit_card,1
ORD_0014299,94.3,credit_card,1
ORD_0014300,1000.19,boleto,1
ORD_0014301,36.7,boleto,10
ORD_0014302,1816.9,credit_card,10
ORD_0014303,123.71,boleto,2
ORD_0014304,2484.74,boleto,3
ORD_0014305,1318.72,boleto,1
ORD_0014306,498.52,boleto,2
ORD_0014307,560.3199999999999,credit_card,1
ORD_0014308,742.06,boleto,2
ORD_0014309,143.36,credit_card,6
ORD_0014310,1263.71,debit_card,10
ORD_0014311,1618.65,credit_card,6
ORD_0014312,1157.4099999999999,credit_card,6
ORD_0014313,218.51,boleto,10
ORD_0014314,1326.62,credit_card,3
ORD_0014315,292.77,debit_card,1
ORD_0014316,117.85,boleto,2
ORD_0014317,450.11,credit_card,2
ORD_0014318,268.89,credit_card,3
ORD_0014319,202.42,credit_card,6
ORD_0014320,169.72,credit_card,3
ORD_0014321,92.91,boleto,2
ORD_0014322,391.76,credit_card,1
ORD_0014323,254.31,credit_card,1
ORD_0014324,2591.6600000000003,credit_card,3
ORD_0014325,436.3,credit_card,1
ORD_0014326,888.66,boleto,3
ORD_0014327,977.1800000000001,credit_card,2
ORD_0014328,123.64,credit_card,1
ORD_0014329,74.76,voucher,1
ORD_0014330,79.87,credit_card,12
ORD_0014331,1533.6399999999999,credit_card,1
ORD_0014332,118.09,credit_card,3
ORD_0014333,252.85,debit_card,1
ORD_0014334,73.71,debit_card,3
ORD_0014335,1506.47,credit_card,10
ORD_0014336,4593.4400000000005,debit_card,1
ORD_0014337,403.31,voucher,3
ORD_0014338,468.18,boleto,12
ORD_0014339,69.37,boleto,1
ORD_0014340,2111.86,boleto,2
ORD_0014341,412.87,credit_card,10
ORD_0014342,678.36,credit_card,2
ORD_0014343,177.41,credit_card,1
ORD_0014344,1406.62,credit_card,1
ORD_0014345,364.19,debit_card,10
ORD_0014346,37.57,credit_card,1
ORD_0014347,3658.6800000000003,boleto,3
ORD_0014348,799.55,credit_card,1
ORD_0014349,575.92,boleto,1
ORD_0014350,87.45,credit_card,1
ORD_0014351,87.43,credit_card,3
ORD_0014352,997.65,credit_card,6
ORD_0014353,114.57,credit_card,3
ORD_0014354,1837.75,credit_card,1
ORD_0014355,156.99,boleto,1
ORD_0014356,896.77,credit_card,6
ORD_0014357,437.62,credit_card,10
ORD_0014358,1143.43,voucher,1
ORD_0014359,678.67,voucher,2
ORD_0014360,573.78,voucher,1
ORD_0014361,121.82,debit_card,1
ORD_0014362,296.73,credit_card,3
ORD_0014363,2047.34,credit_card,3
ORD_0014364,11.93,credit_card,6
ORD_0014365,1176.26,voucher,12
ORD_0014366,500.42,debit_card,1
ORD_0014367,126.19,credit_card,6
ORD_0014368,802.47,debit_card,1
ORD_0014369,5519.34,credit_card,1
ORD_0014370,105.81,boleto,1
ORD_0014371,984.44,boleto,2
ORD_0014372,243.43,debit_card,2
ORD_0014373,1987.07,credit_card,3
ORD_0014374,1605.46,credit_card,3
ORD_0014375,114.47,credit_card,10
ORD_0014376,219.04,credit_card,10
ORD_0014377,600.8,credit_card,6
ORD_0014378,122.7,boleto,1
ORD_0014379,439.67,boleto,1
ORD_0014380,1857.96,credit_card,10
ORD_0014381,2623.67,credit_card,12
ORD_0014382,417.06,voucher,3
ORD_0014383,308.31,boleto,6
ORD_0014384,287.38,credit_card,1
ORD_0014385,71.65,credit_card,12
ORD_0014386,457.92,credit_card,1
ORD_0014387,206.33,credit_card,6
ORD_0014388,2460.55,credit_card,1
ORD_0014389,182.91,credit_card,3
ORD_0014390,257.65999999999997,credit_card,1
ORD_0014391,52.98,credit_card,1
ORD_0014392,193.62,voucher,2
ORD_0014393,533.74,credit_card,10
ORD_0014394,772.63,boleto,1
ORD_0014395,708.31,credit_card,6
ORD_0014396,466.89,credit_card,3
ORD_0014397,394.58,credit_card,10
ORD_0014398,268.45,credit_card,6
ORD_0014399,1404.62,credit_card,1
ORD_0014400,165.36,debit_card,3
ORD_0014401,902.72,debit_card,2
ORD_0014402,317.05,debit_card,1
ORD_0014403,174.91,debit_card,3
ORD_0014404,303.06,credit_card,1
ORD_0014405,311.58,credit_card,10
ORD_0014406,299.3,credit_card,12
ORD_0014407,134.49,credit_card,3
ORD_0014408,2418.06,credit_card,1
ORD_0014409,1134.79,boleto,6
ORD_0014410,213.76,credit_card,10
ORD_0014411,1387.85,voucher,3
ORD_0014412,851.6800000000001,credit_card,2
ORD_0014413,2094.08,boleto,3
ORD_0014414,188.26,credit_card,2
ORD_0014415,3254.3100000000004,credit_card,2
ORD_0014416,141.82,credit_card,1
ORD_0014417,3065.38,debit_card,3
ORD_0014418,60.94,debit_card,10
ORD_0014419,1982.52,credit_card,6
ORD_0014420,937.24,credit_card,10
ORD_0014421,92.85,debit_card,3
ORD_0014422,2644.27,credit_card,1
ORD_0014423,3300.45,voucher,1
ORD_0014424,112.88,voucher,1
ORD_0014425,1760.71,credit_card,2
ORD_0014426,1827.81,credit_card,10
ORD_0014427,588.69,debit_card,1
ORD_0014428,2378.2400000000002,credit_card,3
ORD_0014429,735.25,credit_card,1
ORD_0014430,285.72,credit_card,10
ORD_0014431,12.65,credit_card,1
ORD_0014432,210.12,credit_card,6
ORD_0014433,249.51,credit_card,1
ORD_0014434,2503.21,credit_card,1
ORD_0014435,189.61,credit_card,1
ORD_0014436,644.0899999999999,credit_card,3
ORD_0014437,193.32999999999998,credit_card,1
ORD_0014438,372.31,debit_card,3
ORD_0014439,208.95,credit_card,1
ORD_0014440,548.42,credit_card,1
ORD_0014441,391.86,credit_card,6
ORD_0014442,660.13,debit_card,10
ORD_0014443,181.05,credit_card,6
ORD_0014444,366.28,credit_card,6
ORD_0014445,223.78,boleto,2
ORD_0014446,477.16,voucher,12
ORD_0014447,206.31,debit_card,2
ORD_0014448,1179.03,credit_card,2
ORD_0014449,1648.0800000000002,credit_card,1
ORD_0014450,1066.12,voucher,6
ORD_0014451,2293.75,credit_card,3
ORD_0014452,96.55,boleto,3
ORD_0014453,99.57,voucher,1
ORD_0014454,1847.5700000000002,credit_card,1
ORD_0014455,284.49,credit_card,3
ORD_0014456,1803.43,credit_card,2
ORD_0014457,37.76,voucher,1
ORD_0014458,116.14,credit_card,2
ORD_0014459,180.35,voucher,1
ORD_0014460,83.87,credit_card,6
ORD_0014461,333.83,credit_card,2
ORD_0014462,560.24,credit_card,10
ORD_0014463,673.43,boleto,1
ORD_0014464,2082.19,credit_card,1
ORD_0014465,204.85,credit_card,6
ORD_0014466,743.6600000000001,credit_card,1
ORD_0014467,290.91,debit_card,3
ORD_0014468,512.02,credit_card,6
ORD_0014469,586.5699999999999,credit_card,1
ORD_0014470,724.1500000000001,credit_card,1
ORD_0014471,2037.34,credit_card,10
ORD_0014472,391.49,boleto,1
ORD_0014473,659.54,credit_card,3
ORD_0014474,365.32,credit_card,1
ORD_0014475,1291.5900000000001,credit_card,6
ORD_0014476,505.02,credit_card,2
ORD_0014477,1765.92,credit_card,1
ORD_0014478,41.67,credit_card,6
ORD_0014479,42.11,credit_card,2
ORD_0014480,2868.26,credit_card,3
ORD_0014481,52.15,credit_card,1
ORD_0014482,456.15,credit_card,10
ORD_0014483,2412.14,boleto,2
ORD_0014484,497.25,boleto,12
ORD_0014485,70.65,boleto,3
ORD_0014486,881.44,debit_card,10
ORD_0014487,516.27,credit_card,3
ORD_0014488,2180.58,boleto,1
ORD_0014489,66.99,credit_card,3
ORD_0014490,587.86,boleto,1
ORD_0014491,727.27,debit_card,1
ORD_0014492,3189.8100000000004,credit_card,2
ORD_0014493,421.88,credit_card,1
ORD_0014494,276.61,credit_card,10
ORD_0014495,59.8,voucher,6
ORD_0014496,700.74,boleto,2
ORD_0014497,149.64,credit_card,6
ORD_0014498,220.64,credit_card,1
ORD_0014499,121.81,boleto,1
ORD_0014500,284.3,credit_card,2
ORD_0014501,357.11,credit_card,3
ORD_0014502,586.83,credit_card,6
ORD_0014503,1166.42,credit_card,1
ORD_0014504,486.7,boleto,1
ORD_0014505,2510.78,credit_card,6
ORD_0014506,206.01,credit_card,1
ORD_0014507,722.87,credit_card,3
ORD_0014508,640.87,voucher,1
ORD_0014509,2055.78,credit_card,6
ORD_0014510,31.49,credit_card,1
ORD_0014511,266.07,credit_card,1
ORD_0014512,370.78,credit_card,2
ORD_0014513,53.12,credit_card,10
ORD_0014514,167.61,credit_card,1
ORD_0014515,323.24,credit_card,10
ORD_0014516,2383.42,voucher,6
ORD_0014517,199.7,boleto,3
ORD_0014518,1751.71,credit_card,6
ORD_0014519,1442.41,credit_card,1
ORD_0014520,4707.01,voucher,3
ORD_0014521,750.7900000000001,boleto,10
ORD_0014522,186.88,boleto,3
ORD_0014523,1389.92,credit_card,1
ORD_0014524,71.68,boleto,1
ORD_0014525,4780.95,credit_card,1
ORD_0014526,2116.85,credit_card,6
ORD_0014527,1759.17,credit_card,1
ORD_0014528,2494.24,credit_card,3
ORD_0014529,197.81,credit_card,2
ORD_0014530,210.5,credit_card,6
ORD_0014531,221.93,credit_card,2
ORD_0014532,988.78,credit_card,10
ORD_0014533,284.03,boleto,10
ORD_0014534,152.03,boleto,1
ORD_0014535,3361.62,boleto,3
ORD_0014536,1160.06,boleto,2
ORD_0014537,3659.42,boleto,6
ORD_0014538,797.71,credit_card,1
ORD_0014539,202.86,credit_card,1
ORD_0014540,379.05,credit_card,1
ORD_0014541,298.8,voucher,2
ORD_0014542,73.76,credit_card,3
ORD_0014543,212.66000000000003,voucher,1
ORD_0014544,280.36,credit_card,2
ORD_0014545,2100.98,credit_card,1
ORD_0014546,503.4,credit_card,10
ORD_0014547,2659.83,boleto,1
ORD_0014548,4303.26,boleto,3
ORD_0014549,502.35,credit_card,1
ORD_0014550,1063.76,credit_card,2
ORD_0014551,280.84,debit_card,6
ORD_0014552,3185.0,boleto,6
ORD_0014553,2229.74,credit_card,3
ORD_0014554,1749.55,boleto,1
ORD_0014555,369.94,voucher,12
ORD_0014556,2384.06,credit_card,1
ORD_0014557,226.82,boleto,1
ORD_0014558,100.39,boleto,1
ORD_0014559,334.84,voucher,2
ORD_0014560,340.25,credit_card,2
ORD_0014561,860.1800000000001,credit_card,1
ORD_0014562,67.03,debit_card,10
ORD_0014563,35.33,credit_card,1
ORD_0014564,115.1,credit_card,2
ORD_0014565,4287.9400000000005,credit_card,3
ORD_0014566,2228.34,credit_card,3
ORD_0014567,1073.34,voucher,1
ORD_0014568,3178.86,credit_card,2
ORD_0014569,3315.3500000000004,credit_card,6
ORD_0014570,527.54,boleto,6
ORD_0014571,1633.5800000000002,debit_card,3
ORD_0014572,438.4,debit_card,3
ORD_0014573,26.44,credit_card,3
ORD_0014574,214.78,credit_card,6
ORD_0014575,512.76,credit_card,10
ORD_0014576,2394.74,credit_card,1
ORD_0014577,1182.43,credit_card,1
ORD_0014578,166.97,credit_card,6
ORD_0014579,323.65,voucher,1
ORD_0014580,1116.08,credit_card,6
ORD_0014581,2870.48,credit_card,10
ORD_0014582,2292.35,boleto,1
ORD_0014583,500.57,credit_card,2
ORD_0014584,247.6,credit_card,12
ORD_0014585,284.01,credit_card,1
ORD_0014586,94.97,credit_card,1
ORD_0014587,2892.98,credit_card,10
ORD_0014588,1534.54,credit_card,2
ORD_0014589,603.49,credit_card,1
ORD_0014590,431.74,credit_card,6
ORD_0014591,910.28,credit_card,10
ORD_0014592,1622.06,debit_card,1
ORD_0014593,94.78,boleto,10
ORD_0014594,220.76,credit_card,2
ORD_0014595,245.88,credit_card,1
ORD_0014596,91.18,credit_card,3
ORD_0014597,917.58,credit_card,3
ORD_0014598,1445.06,credit_card,6
ORD_0014599,346.65,credit_card,6
ORD_0014600,2154.62,debit_card,3
ORD_0014601,183.47,debit_card,6
ORD_0014602,77.21,credit_card,2
ORD_0014603,816.14,debit_card,1
ORD_0014604,736.4100000000001,debit_card,2
ORD_0014605,23.52,credit_card,2
ORD_0014606,245.0,voucher,1
ORD_0014607,1098.31,boleto,2
ORD_0014608,458.37,debit_card,1
ORD_0014609,2103.72,voucher,1
ORD_0014610,1202.32,debit_card,3
ORD_0014611,40.67,credit_card,1
ORD_0014612,90.49,credit_card,1
ORD_0014613,777.79,debit_card,1
ORD_0014614,320.95,debit_card,1
ORD_0014615,1857.96,credit_card,2
ORD_0014616,30.74,credit_card,1
ORD_0014617,27.03,credit_card,1
ORD_0014618,571.36,boleto,3
ORD_0014619,240.32,credit_card,1
ORD_0014620,444.62,debit_card,1
ORD_0014621,2924.91,credit_card,1
ORD_0014622,384.8,credit_card,3
ORD_0014623,4220.38,credit_card,10
ORD_0014624,371.67,credit_card,1
ORD_0014625,779.51,debit_card,6
ORD_0014626,1755.5900000000001,debit_card,1
ORD_0014627,44.43,voucher,1
ORD_0014628,1316.63,credit_card,2
ORD_0014629,608.8199999999999,voucher,6
ORD_0014630,1343.74,boleto,1
ORD_0014631,668.89,debit_card,1
ORD_0014632,598.9200000000001,credit_card,10
ORD_0014633,562.75,credit_card,1
ORD_0014634,119.64,boleto,1
ORD_0014635,347.18,voucher,3
ORD_0014636,1654.98,boleto,6
ORD_0014637,295.63,boleto,1
ORD_0014638,76.68,boleto,6
ORD_0014639,1972.73,credit_card,1
ORD_0014640,2505.12,boleto,3
ORD_0014641,531.26,debit_card,2
ORD_0014642,463.24,debit_card,10
ORD_0014643,142.39,boleto,1
ORD_0014644,437.70000000000005,credit_card,3
ORD_0014645,1796.77,credit_card,1
ORD_0014646,1907.89,boleto,1
ORD_0014647,225.08,credit_card,1
ORD_0014648,3267.56,credit_card,1
ORD_0014649,313.22,credit_card,12
ORD_0014650,1655.22,credit_card,1
ORD_0014651,580.88,debit_card,12
ORD_0014652,260.05,credit_card,6
ORD_0014653,2629.15,boleto,2
ORD_0014654,976.61,voucher,3
ORD_0014655,1358.27,credit_card,3
ORD_0014656,1195.56,boleto,1
ORD_0014657,312.22,credit_card,10
ORD_0014658,215.37,credit_card,2
ORD_0014659,85.43,credit_card,2
ORD_0014660,2238.88,credit_card,3
ORD_0014661,316.16,boleto,2
ORD_0014662,403.65,boleto,10
ORD_0014663,893.87,credit_card,1
ORD_0014664,579.48,credit_card,1
ORD_0014665,5109.76,boleto,6
ORD_0014666,2818.04,credit_card,12
ORD_0014667,795.93,credit_card,3
ORD_0014668,1317.74,credit_card,2
ORD_0014669,786.39,credit_card,10
ORD_0014670,90.26,credit_card,1
ORD_0014671,324.48,credit_card,1
ORD_0014672,353.83,debit_card,2
ORD_0014673,47.65,credit_card,6
ORD_0014674,1724.11,credit_card,3
ORD_0014675,751.57,voucher,2
ORD_0014676,368.58,boleto,2
ORD_0014677,294.84,voucher,1
ORD_0014678,1908.84,credit_card,1
ORD_0014679,761.83,voucher,1
ORD_0014680,984.04,credit_card,1
ORD_0014681,256.14,credit_card,3
ORD_0014682,1555.1499999999999,credit_card,2
ORD_0014683,646.55,debit_card,2
ORD_0014684,105.29,credit_card,1
ORD_0014685,1328.71,credit_card,1
ORD_0014686,1673.24,credit_card,1
ORD_0014687,75.34,credit_card,12
ORD_0014688,240.4,credit_card,2
ORD_0014689,381.83,credit_card,1
ORD_0014690,203.97,credit_card,2
ORD_0014691,93.61,debit_card,1
ORD_0014692,105.73,boleto,1
ORD_0014693,98.22,credit_card,1
ORD_0014694,368.62,credit_card,1
ORD_0014695,402.24,credit_card,1
ORD_0014696,427.83,debit_card,1
ORD_0014697,2717.2,credit_card,6
ORD_0014698,1463.85,boleto,6
ORD_0014699,1416.17,boleto,2
ORD_0014700,3473.94,credit_card,6
ORD_0014701,46.3,credit_card,1
ORD_0014702,732.56,credit_card,1
ORD_0014703,114.27,credit_card,1
ORD_0014704,1577.18,credit_card,3
ORD_0014705,201.59,boleto,1
ORD_0014706,1757.87,credit_card,2
ORD_0014707,5256.110000000001,boleto,6
ORD_0014708,218.92,boleto,12
ORD_0014709,226.1,credit_card,2
ORD_0014710,119.09,credit_card,12
ORD_0014711,587.3000000000001,credit_card,10
ORD_0014712,155.63,voucher,2
ORD_0014713,163.96,credit_card,2
ORD_0014714,116.67,credit_card,1
ORD_0014715,3652.68,credit_card,2
ORD_0014716,292.7,credit_card,6
ORD_0014717,1850.97,credit_card,6
ORD_0014718,105.84,credit_card,3
ORD_0014719,118.34,credit_card,6
ORD_0014720,842.5300000000001,credit_card,1
ORD_0014721,686.55,credit_card,1
ORD_0014722,3457.6400000000003,credit_card,6
ORD_0014723,352.08,credit_card,3
ORD_0014724,627.21,credit_card,10
ORD_0014725,523.21,debit_card,10
ORD_0014726,56.46,debit_card,2
ORD_0014727,180.21,boleto,2
ORD_0014728,2300.03,boleto,1
ORD_0014729,1895.9099999999999,credit_card,3
ORD_0014730,995.29,credit_card,12
ORD_0014731,5584.91,debit_card,3
ORD_0014732,2441.9700000000003,credit_card,3
ORD_0014733,1195.34,boleto,3
ORD_0014734,2276.67,credit_card,1
ORD_0014735,283.68,debit_card,1
ORD_0014736,252.91,credit_card,1
ORD_0014737,325.58,credit_card,1
ORD_0014738,233.84,credit_card,2
ORD_0014739,373.83,boleto,1
ORD_0014740,628.88,credit_card,1
ORD_0014741,1873.38,boleto,3
ORD_0014742,187.04,debit_card,3
ORD_0014743,2054.66,credit_card,10
ORD_0014744,225.78,credit_card,6
ORD_0014745,87.81,credit_card,1
ORD_0014746,2461.51,voucher,1
ORD_0014747,146.58,voucher,6
ORD_0014748,267.13,credit_card,1
ORD_0014749,952.2,voucher,1
ORD_0014750,269.19,credit_card,3
ORD_0014751,299.89,voucher,2
ORD_0014752,412.24,credit_card,3
ORD_0014753,2663.05,debit_card,2
ORD_0014754,1069.15,credit_card,1
ORD_0014755,2103.72,boleto,12
ORD_0014756,634.5999999999999,boleto,2
ORD_0014757,2237.39,credit_card,1
ORD_0014758,896.37,debit_card,1
ORD_0014759,4819.2699999999995,boleto,1
ORD_0014760,833.36,credit_card,1
ORD_0014761,376.52,credit_card,1
ORD_0014762,188.66,debit_card,10
ORD_0014763,477.79999999999995,credit_card,3
ORD_0014764,463.66999999999996,credit_card,1
ORD_0014765,1311.83,credit_card,3
ORD_0014766,2951.51,boleto,3
ORD_0014767,74.73,boleto,1
ORD_0014768,81.85,credit_card,1
ORD_0014769,1929.05,boleto,1
ORD_0014770,423.75,credit_card,3
ORD_0014771,482.82,voucher,1
ORD_0014772,548.96,boleto,2
ORD_0014773,1583.43,credit_card,12
ORD_0014774,129.42,credit_card,10
ORD_0014775,402.42,credit_card,10
ORD_0014776,131.8,boleto,12
ORD_0014777,341.17,boleto,6
ORD_0014778,1500.62,credit_card,3
ORD_0014779,203.24,credit_card,12
ORD_0014780,874.86,credit_card,10
ORD_0014781,49.06,credit_card,1
ORD_0014782,225.36,boleto,2
ORD_0014783,30.75,credit_card,3
ORD_0014784,919.16,credit_card,1
ORD_0014785,663.09,credit_card,6
ORD_0014786,1377.97,credit_card,6
ORD_0014787,285.32,credit_card,10
ORD_0014788,193.38,credit_card,12
ORD_0014789,1142.95,credit_card,3
ORD_0014790,1213.52,boleto,1
ORD_0014791,301.5,credit_card,2
ORD_0014792,62.76,credit_card,10
ORD_0014793,479.62,credit_card,1
ORD_0014794,2091.2,credit_card,1
ORD_0014795,997.94,credit_card,3
ORD_0014796,200.08,credit_card,1
ORD_0014797,2269.41,boleto,3
ORD_0014798,330.88,credit_card,1
ORD_0014799,144.41,boleto,1
ORD_0014800,1660.22,boleto,6
ORD_0014801,588.03,credit_card,2
ORD_0014802,2743.0499999999997,credit_card,2
ORD_0014803,545.91,credit_card,3
ORD_0014804,2693.71,credit_card,3
ORD_0014805,60.42,boleto,10
ORD_0014806,720.55,boleto,3
ORD_0014807,2243.2900000000004,boleto,10
ORD_0014808,1962.69,debit_card,1
ORD_0014809,1308.1299999999999,credit_card,1
ORD_0014810,186.56,credit_card,6
ORD_0014811,387.57,credit_card,1
ORD_0014812,60.69,credit_card,10
ORD_0014813,52.9,boleto,10
ORD_0014814,2404.5699999999997,credit_card,1
ORD_0014815,605.8,credit_card,2
ORD_0014816,39.94,credit_card,10
ORD_0014817,350.95,credit_card,1
ORD_0014818,2857.91,boleto,1
ORD_0014819,2484.66,credit_card,3
ORD_0014820,337.77,credit_card,10
ORD_0014821,485.31,debit_card,1
ORD_0014822,350.19,credit_card,6
ORD_0014823,699.86,credit_card,10
ORD_0014824,56.56,boleto,1
ORD_0014825,2431.47,debit_card,2
ORD_0014826,597.69,credit_card,1
ORD_0014827,1570.6200000000001,boleto,3
ORD_0014828,1157.72,credit_card,1
ORD_0014829,4515.46,credit_card,1
ORD_0014830,2874.2,boleto,6
ORD_0014831,2811.24,credit_card,1
ORD_0014832,2214.31,credit_card,12
ORD_0014833,3501.11,credit_card,2
ORD_0014834,345.94,credit_card,6
ORD_0014835,261.98,credit_card,10
ORD_0014836,99.62,boleto,2
ORD_0014837,231.38,credit_card,6
ORD_0014838,802.27,voucher,10
ORD_0014839,242.03,voucher,3
ORD_0014840,27.05,boleto,1
ORD_0014841,137.14,credit_card,6
ORD_0014842,741.4,debit_card,1
ORD_0014843,282.0,debit_card,1
ORD_0014844,852.02,credit_card,2
ORD_0014845,597.59,debit_card,3
ORD_0014846,1145.83,credit_card,1
ORD_0014847,1258.16,credit_card,1
ORD_0014848,398.18,debit_card,1
ORD_0014849,1827.57,credit_card,10
ORD_0014850,1692.78,credit_card,6
ORD_0014851,427.18,credit_card,6
ORD_0014852,178.36,credit_card,3
ORD_0014853,553.02,debit_card,1
ORD_0014854,3248.69,boleto,2
ORD_0014855,87.08,credit_card,2
ORD_0014856,1848.8300000000002,boleto,6
ORD_0014857,344.91999999999996,credit_card,1
ORD_0014858,1610.23,debit_card,1
ORD_0014859,220.13,credit_card,12
ORD_0014860,22.3,credit_card,1
ORD_0014861,1996.5,boleto,6
ORD_0014862,252.65,credit_card,12
ORD_0014863,284.26,credit_card,1
ORD_0014864,2258.09,voucher,6
ORD_0014865,313.0,credit_card,1
ORD_0014866,113.59,voucher,2
ORD_0014867,268.39,boleto,10
ORD_0014868,365.96,credit_card,12
ORD_0014869,51.08,credit_card,3
ORD_0014870,36.35,credit_card,1
ORD_0014871,181.46,credit_card,10
ORD_0014872,476.67,credit_card,2
ORD_0014873,46.8,boleto,6
ORD_0014874,72.82,credit_card,12
ORD_0014875,168.83,credit_card,10
ORD_0014876,2595.54,credit_card,1
ORD_0014877,2303.17,boleto,2
ORD_0014878,970.4200000000001,debit_card,1
ORD_0014879,182.94,voucher,2
ORD_0014880,1512.17,boleto,6
ORD_0014881,94.25,debit_card,1
ORD_0014882,53.88,credit_card,1
ORD_0014883,32.97,credit_card,1
ORD_0014884,1202.45,debit_card,2
ORD_0014885,198.19,credit_card,3
ORD_0014886,2390.38,credit_card,10
ORD_0014887,2785.56,credit_card,1
ORD_0014888,201.25,credit_card,1
ORD_0014889,659.54,voucher,6
ORD_0014890,27.22,credit_card,3
ORD_0014891,1082.95,credit_card,3
ORD_0014892,620.85,credit_card,1
ORD_0014893,2014.2199999999998,boleto,6
ORD_0014894,342.81,credit_card,12
ORD_0014895,59.01,boleto,3
ORD_0014896,1059.66,credit_card,6
ORD_0014897,255.15,credit_card,6
ORD_0014898,5097.03,debit_card,1
ORD_0014899,929.88,credit_card,3
ORD_0014900,144.82,credit_card,6
ORD_0014901,595.0699999999999,credit_card,1
ORD_0014902,140.77,credit_card,6
ORD_0014903,1000.04,credit_card,1
ORD_0014904,391.14,credit_card,1
ORD_0014905,164.14,credit_card,3
ORD_0014906,151.37,credit_card,3
ORD_0014907,1616.28,credit_card,6
ORD_0014908,373.84,boleto,12
ORD_0014909,263.26,boleto,1
ORD_0014910,256.54,credit_card,3
ORD_0014911,1077.29,boleto,1
ORD_0014912,201.94,credit_card,2
ORD_0014913,126.09,credit_card,10
ORD_0014914,2420.0099999999998,boleto,2
ORD_0014915,170.19,credit_card,1
ORD_0014916,33.78,boleto,2
ORD_0014917,150.64,credit_card,6
ORD_0014918,1251.8,boleto,2
ORD_0014919,1816.81,credit_card,6
ORD_0014920,791.47,debit_card,6
ORD_0014921,584.88,boleto,6
ORD_0014922,65.18,credit_card,1
ORD_0014923,2167.05,credit_card,1
ORD_0014924,310.32,boleto,6
ORD_0014925,2317.74,credit_card,2
ORD_0014926,241.76,boleto,3
ORD_0014927,572.4,credit_card,3
ORD_0014928,1086.04,credit_card,1
ORD_0014929,724.26,boleto,3
ORD_0014930,296.14,credit_card,3
ORD_0014931,570.62,credit_card,3
ORD_0014932,112.54,credit_card,6
ORD_0014933,91.14,boleto,1
ORD_0014934,65.95,boleto,1
ORD_0014935,216.37,credit_card,1
ORD_0014936,840.5400000000001,credit_card,1
ORD_0014937,323.46,credit_card,1
ORD_0014938,2067.2200000000003,debit_card,2
ORD_0014939,35.9,voucher,3
ORD_0014940,877.08,credit_card,3
ORD_0014941,141.49,credit_card,1
ORD_0014942,393.16,voucher,10
ORD_0014943,46.96,boleto,6
ORD_0014944,1976.73,credit_card,2
ORD_0014945,1030.09,credit_card,1
ORD_0014946,86.96000000000001,credit_card,1
ORD_0014947,354.11,debit_card,1
ORD_0014948,289.55,credit_card,2
