review_id,order_id,review_score
REV_0009273,ORD_0055292,5
REV_0009274,ORD_0011791,4
REV_0009275,ORD_0078503,1
REV_0009276,ORD_0079856,5
REV_0009277,ORD_0067607,5
REV_0009278,ORD_0001324,1
REV_0009279,ORD_0079040,3
REV_0009280,ORD_0027638,3
REV_0009281,ORD_0059650,5
REV_0009282,ORD_0031335,4
REV_0009283,ORD_0031146,4
REV_0009284,ORD_0072033,4
REV_0009285,ORD_0081054,5
REV_0009286,ORD_0085842,5
REV_0009287,ORD_0057084,3
REV_0009288,ORD_0014067,3
REV_0009289,ORD_0035179,5
REV_0009290,ORD_0055504,5
REV_0009291,ORD_0007288,5
REV_0009292,ORD_0071054,4
REV_0009293,ORD_0031749,4
REV_0009294,ORD_0060109,4
REV_0009295,ORD_0052780,5
REV_0009296,ORD_0060680,5
REV_0009297,ORD_0017893,4
REV_0009298,ORD_0022390,4
REV_0009299,ORD_0091899,4
REV_0009300,ORD_0040414,4
REV_0009301,ORD_0084634,5
REV_0009302,ORD_0038716,4
REV_0009303,ORD_0030822,2
REV_0009304,ORD_0011181,5
REV_0009305,ORD_0055151,2
REV_0009306,ORD_0028525,5
REV_0009307,ORD_0055534,5
REV_0009308,ORD_0022781,3
REV_0009309,ORD_0086197,4
REV_0009310,ORD_0034287,4
REV_0009311,ORD_0024098,2
REV_0009312,ORD_0065479,4
REV_0009313,ORD_0072041,5
REV_0009314,ORD_0056823,5
REV_0009315,ORD_0048960,3
REV_0009316,ORD_0071668,2
REV_0009317,ORD_0098408,5
REV_0009318,ORD_0079568,3
REV_0009319,ORD_0044733,5
REV_0009320,ORD_0078914,3
REV_0009321,ORD_0079526,4
REV_0009322,ORD_0070622,5
REV_0009323,ORD_0009715,3
REV_0009324,ORD_0063806,4
REV_0009325,ORD_0013211,5
REV_0009326,ORD_0055357,5
REV_0009327,ORD_0085393,5
REV_0009328,ORD_0056289,1
REV_0009329,ORD_0098597,5
REV_0009330,ORD_0022841,5
REV_0009331,ORD_0004772,5
REV_0009332,ORD_0068216,5
REV_0009333,ORD_0090315,4
REV_0009334,ORD_0030798,5
REV_0009335,ORD_0064433,1
REV_0009336,ORD_0005904,4
REV_0009337,ORD_0084157,5
REV_0009338,ORD_0082678,4
REV_0009339,ORD_0007560,3
REV_0009340,ORD_0003744,4
REV_0009341,ORD_0061226,5
REV_0009342,ORD_0042067,4
REV_0009343,ORD_0084839,5
REV_0009344,ORD_0026363,5
REV_0009345,ORD_0015925,5
REV_0009346,ORD_0021537,2
REV_0009347,ORD_0026887,2
REV_0009348,ORD_0007233,5
REV_0009349,ORD_0053033,2
REV_0009350,ORD_0044327,5
REV_0009351,ORD_0097612,5
REV_0009352,ORD_0003472,5
REV_0009353,ORD_0007471,3
REV_0009354,ORD_0037834,5
REV_0009355,ORD_0043160,5
REV_0009356,ORD_0073634,4
REV_0009357,ORD_0068138,5
REV_0009358,ORD_0005952,5
REV_0009359,ORD_0016116,5
REV_0009360,ORD_0031923,5
REV_0009361,ORD_0057582,1
REV_0009362,ORD_0093122,4
REV_0009363,ORD_0080026,4
REV_0009364,ORD_0023134,5
REV_0009365,ORD_0041417,5
REV_0009366,ORD_0000074,5
REV_0009367,ORD_0065988,4
REV_0009368,ORD_0088173,5
REV_0009369,ORD_0062800,5
REV_0009370,ORD_0021318,5
REV_0009371,ORD_0077919,2
REV_0009372,ORD_0051738,5
REV_0009373,ORD_0097534,4
REV_0009374,ORD_0058240,5
REV_0009375,ORD_0072293,5
REV_0009376,ORD_0024362,4
REV_0009377,ORD_0092137,3
REV_0009378,ORD_0028668,5
REV_0009379,ORD_0058882,5
REV_0009380,ORD_0068306,4
REV_0009381,ORD_0083998,3
REV_0009382,ORD_0061120,3
REV_0009383,ORD_0025855,4
REV_0009384,ORD_0010969,1
REV_0009385,ORD_0069058,5
REV_0009386,ORD_0050440,5
REV_0009387,ORD_0026152,5
REV_0009388,ORD_0091819,4
REV_0009389,ORD_0045455,2
REV_0009390,ORD_0033162,1
REV_0009391,ORD_0098728,4
REV_0009392,ORD_0069068,5
REV_0009393,ORD_0048104,1
REV_0009394,ORD_0016759,4
REV_0009395,ORD_0010841,3
REV_0009396,ORD_0084456,4
REV_0009397,ORD_0091626,5
REV_0009398,ORD_0097703,2
REV_0009399,ORD_0041622,4
REV_0009400,ORD_0036859,4
REV_0009401,ORD_0070637,2
REV_0009402,ORD_0078248,5
REV_0009403,ORD_0093527,2
REV_0009404,ORD_0039750,5
REV_0009405,ORD_0096353,5
REV_0009406,ORD_0068631,5
REV_0009407,ORD_0025290,5
REV_0009408,ORD_0032252,3
REV_0009409,ORD_0052072,2
REV_0009410,ORD_0074756,5
REV_0009411,ORD_0075912,5
REV_0009412,ORD_0025366,4
REV_0009413,ORD_0079283,5
REV_0009414,ORD_0023061,2
REV_0009415,ORD_0036319,3
REV_0009416,ORD_0096742,5
REV_0009417,ORD_0011033,3
REV_0009418,ORD_0083200,1
REV_0009419,ORD_0062777,5
REV_0009420,ORD_0003309,5
REV_0009421,ORD_0042772,4
REV_0009422,ORD_0018322,5
REV_0009423,ORD_0005234,4
REV_0009424,ORD_0033998,5
REV_0009425,ORD_0028052,3
REV_0009426,ORD_0081380,1
REV_0009427,ORD_0071188,5
REV_0009428,ORD_0011802,4
REV_0009429,ORD_0051838,5
REV_0009430,ORD_0070412,4
REV_0009431,ORD_0088852,5
REV_0009432,ORD_0020589,2
REV_0009433,ORD_0038155,4
REV_0009434,ORD_0038150,2
REV_0009435,ORD_0010358,4
REV_0009436,ORD_0017284,5
REV_0009437,ORD_0071238,5
REV_0009438,ORD_0018083,5
REV_0009439,ORD_0065213,5
REV_0009440,ORD_0026591,4
REV_0009441,ORD_0002469,5
REV_0009442,ORD_0012242,5
REV_0009443,ORD_0050397,3
REV_0009444,ORD_0037679,4
REV_0009445,ORD_0000682,3
REV_0009446,ORD_0015041,5
REV_0009447,ORD_0077147,5
REV_0009448,ORD_0090714,5
REV_0009449,ORD_0092196,2
REV_0009450,ORD_0096174,4
REV_0009451,ORD_0055299,5
REV_0009452,ORD_0019845,5
REV_0009453,ORD_0058471,4
REV_0009454,ORD_0031395,5
REV_0009455,ORD_0028460,5
REV_0009456,ORD_0073139,5
REV_0009457,ORD_0017236,4
REV_0009458,ORD_0091948,1
REV_0009459,ORD_0089764,5
REV_0009460,ORD_0021953,5
REV_0009461,ORD_0020034,4
REV_0009462,ORD_0082729,5
REV_0009463,ORD_0090568,5
REV_0009464,ORD_0088620,5
REV_0009465,ORD_0084815,5
REV_0009466,ORD_0028829,5
REV_0009467,ORD_0097555,5
REV_0009468,ORD_0075303,5
REV_0009469,ORD_0056418,5
REV_0009470,ORD_0087300,3
REV_0009471,ORD_0015939,4
REV_0009472,ORD_0077562,5
REV_0009473,ORD_0002372,5
REV_0009474,ORD_0052189,5
REV_0009475,ORD_0064017,2
REV_0009476,ORD_0006992,3
REV_0009477,ORD_0033934,4
REV_0009478,ORD_0050094,3
REV_0009479,ORD_0071005,3
REV_0009480,ORD_0001914,5
REV_0009481,ORD_0023634,2
REV_0009482,ORD_0020052,5
REV_0009483,ORD_0073252,5
REV_0009484,ORD_0035440,5
REV_0009485,ORD_0079174,5
REV_0009486,ORD_0060215,4
REV_0009487,ORD_0006186,4
REV_0009488,ORD_0053051,5
REV_0009489,ORD_0038509,1
REV_0009490,ORD_0012357,2
REV_0009491,ORD_0018092,5
REV_0009492,ORD_0056072,5
REV_0009493,ORD_0031161,5
REV_0009494,ORD_0032240,2
REV_0009495,ORD_0093641,4
REV_0009496,ORD_0024365,4
REV_0009497,ORD_0016486,5
REV_0009498,ORD_0037830,5
REV_0009499,ORD_0086745,5
REV_0009500,ORD_0045542,2
REV_0009501,ORD_0037864,4
REV_0009502,ORD_0014453,5
REV_0009503,ORD_0085613,2
REV_0009504,ORD_0099995,3
REV_0009505,ORD_0065724,2
REV_0009506,ORD_0097151,4
REV_0009507,ORD_0090246,4
REV_0009508,ORD_0073929,4
REV_0009509,ORD_0057709,3
REV_0009510,ORD_0093607,4
REV_0009511,ORD_0031375,5
REV_0009512,ORD_0034449,5
REV_0009513,ORD_0044167,5
REV_0009514,ORD_0047535,5
REV_0009515,ORD_0056122,5
REV_0009516,ORD_0041499,4
REV_0009517,ORD_0023731,4
REV_0009518,ORD_0065175,3
REV_0009519,ORD_0057107,4
REV_0009520,ORD_0049701,4
REV_0009521,ORD_0003509,4
REV_0009522,ORD_0067441,3
REV_0009523,ORD_0024838,5
REV_0009524,ORD_0024693,4
REV_0009525,ORD_0000195,5
REV_0009526,ORD_0039992,4
REV_0009527,ORD_0011883,5
REV_0009528,ORD_0060092,4
REV_0009529,ORD_0077274,5
REV_0009530,ORD_0042512,4
REV_0009531,ORD_0079465,5
REV_0009532,ORD_0055664,5
REV_0009533,ORD_0084112,5
REV_0009534,ORD_0031677,5
REV_0009535,ORD_0015056,3
REV_0009536,ORD_0049221,5
REV_0009537,ORD_0043876,4
REV_0009538,ORD_0046139,5
REV_0009539,ORD_0083060,5
REV_0009540,ORD_0060147,4
REV_0009541,ORD_0042811,5
REV_0009542,ORD_0097422,5
REV_0009543,ORD_0059143,5
REV_0009544,ORD_0005040,5
REV_0009545,ORD_0046854,2
REV_0009546,ORD_0085054,5
REV_0009547,ORD_0005114,4
REV_0009548,ORD_0010198,4
REV_0009549,ORD_0092766,4
REV_0009550,ORD_0018712,5
REV_0009551,ORD_0024635,4
REV_0009552,ORD_0034669,5
REV_0009553,ORD_0057199,4
REV_0009554,ORD_0069398,3
REV_0009555,ORD_0045388,2
REV_0009556,ORD_0078920,5
REV_0009557,ORD_0008105,1
REV_0009558,ORD_0027754,5
REV_0009559,ORD_0019449,4
REV_0009560,ORD_0074854,5
REV_0009561,ORD_0062098,5
REV_0009562,ORD_0093941,3
REV_0009563,ORD_0059993,5
REV_0009564,ORD_0074876,5
REV_0009565,ORD_0088364,3
REV_0009566,ORD_0053833,5
REV_0009567,ORD_0000697,5
REV_0009568,ORD_0088486,5
REV_0009569,ORD_0019001,4
REV_0009570,ORD_0082950,5
REV_0009571,ORD_0023745,3
REV_0009572,ORD_0067846,4
REV_0009573,ORD_0083494,5
REV_0009574,ORD_0001916,3
REV_0009575,ORD_0071434,4
REV_0009576,ORD_0077559,2
REV_0009577,ORD_0074531,5
REV_0009578,ORD_0037088,5
REV_0009579,ORD_0009701,4
REV_0009580,ORD_0018870,5
REV_0009581,ORD_0085438,5
REV_0009582,ORD_0007971,5
REV_0009583,ORD_0025424,2
REV_0009584,ORD_0075886,2
REV_0009585,ORD_0042380,4
REV_0009586,ORD_0082446,3
REV_0009587,ORD_0034213,1
REV_0009588,ORD_0026564,4
REV_0009589,ORD_0023963,4
REV_0009590,ORD_0048529,3
REV_0009591,ORD_0020578,3
REV_0009592,ORD_0082967,4
REV_0009593,ORD_0007679,4
REV_0009594,ORD_0024013,5
REV_0009595,ORD_0045282,4
REV_0009596,ORD_0018853,4
REV_0009597,ORD_0050557,4
REV_0009598,ORD_0090453,4
REV_0009599,ORD_0093649,5
REV_0009600,ORD_0038734,1
REV_0009601,ORD_0074054,3
REV_0009602,ORD_0079671,5
REV_0009603,ORD_0068030,5
REV_0009604,ORD_0058231,3
REV_0009605,ORD_0069367,4
REV_0009606,ORD_0002216,3
REV_0009607,ORD_0025006,2
REV_0009608,ORD_0002573,2
REV_0009609,ORD_0039785,4
REV_0009610,ORD_0066762,4
REV_0009611,ORD_0012532,5
REV_0009612,ORD_0038131,5
REV_0009613,ORD_0094933,4
REV_0009614,ORD_0001860,5
REV_0009615,ORD_0042162,5
REV_0009616,ORD_0045930,5
REV_0009617,ORD_0095734,4
REV_0009618,ORD_0084143,5
REV_0009619,ORD_0067537,5
REV_0009620,ORD_0000462,4
REV_0009621,ORD_0042324,4
REV_0009622,ORD_0061695,5
REV_0009623,ORD_0072193,5
REV_0009624,ORD_0057800,2
REV_0009625,ORD_0013562,4
REV_0009626,ORD_0098252,5
REV_0009627,ORD_0071770,4
REV_0009628,ORD_0030240,5
REV_0009629,ORD_0020955,5
REV_0009630,ORD_0022571,1
REV_0009631,ORD_0045373,5
REV_0009632,ORD_0045597,5
REV_0009633,ORD_0052416,4
REV_0009634,ORD_0009944,5
REV_0009635,ORD_0097925,5
REV_0009636,ORD_0094359,5
REV_0009637,ORD_0035415,5
REV_0009638,ORD_0034514,5
REV_0009639,ORD_0080538,2
REV_0009640,ORD_0029283,5
REV_0009641,ORD_0008391,5
REV_0009642,ORD_0031697,2
REV_0009643,ORD_0026597,2
REV_0009644,ORD_0009803,4
REV_0009645,ORD_0067630,4
REV_0009646,ORD_0017895,4
REV_0009647,ORD_0012416,4
REV_0009648,ORD_0006937,4
REV_0009649,ORD_0094344,5
REV_0009650,ORD_0019008,5
REV_0009651,ORD_0028413,5
REV_0009652,ORD_0055597,3
REV_0009653,ORD_0093653,5
REV_0009654,ORD_0080384,4
REV_0009655,ORD_0069547,5
REV_0009656,ORD_0010952,5
REV_0009657,ORD_0062468,5
REV_0009658,ORD_0045146,3
REV_0009659,ORD_0094066,4
REV_0009660,ORD_0086378,3
REV_0009661,ORD_0043940,5
REV_0009662,ORD_0076890,2
REV_0009663,ORD_0020283,2
REV_0009664,ORD_0073476,5
REV_0009665,ORD_0046294,3
REV_0009666,ORD_0079502,4
REV_0009667,ORD_0068258,2
REV_0009668,ORD_0050721,1
REV_0009669,ORD_0007455,5
REV_0009670,ORD_0071712,5
REV_0009671,ORD_0068648,4
REV_0009672,ORD_0078688,5
REV_0009673,ORD_0026529,1
REV_0009674,ORD_0095242,5
REV_0009675,ORD_0001388,5
REV_0009676,ORD_0085559,5
REV_0009677,ORD_0016120,4
REV_0009678,ORD_0042368,4
REV_0009679,ORD_0022856,1
REV_0009680,ORD_0013049,5
REV_0009681,ORD_0055672,5
REV_0009682,ORD_0017126,5
REV_0009683,ORD_0063627,4
REV_0009684,ORD_0036919,4
REV_0009685,ORD_0097425,4
REV_0009686,ORD_0096202,2
REV_0009687,ORD_0017962,4
REV_0009688,ORD_0007612,3
REV_0009689,ORD_0040768,4
REV_0009690,ORD_0028325,2
REV_0009691,ORD_0064567,5
REV_0009692,ORD_0008049,5
REV_0009693,ORD_0029616,5
REV_0009694,ORD_0074071,4
REV_0009695,ORD_0061132,5
REV_0009696,ORD_0070466,5
REV_0009697,ORD_0070102,5
REV_0009698,ORD_0015430,4
REV_0009699,ORD_0035644,4
REV_0009700,ORD_0051474,4
REV_0009701,ORD_0039670,5
REV_0009702,ORD_0046612,2
REV_0009703,ORD_0011797,5
REV_0009704,ORD_0082628,5
REV_0009705,ORD_0053263,5
REV_0009706,ORD_0004045,5
REV_0009707,ORD_0039556,5
REV_0009708,ORD_0050391,5
REV_0009709,ORD_0051780,3
REV_0009710,ORD_0017637,5
REV_0009711,ORD_0076445,5
REV_0009712,ORD_0044878,5
REV_0009713,ORD_0012770,4
REV_0009714,ORD_0037641,5
REV_0009715,ORD_0008723,5
REV_0009716,ORD_0079978,4
REV_0009717,ORD_0009432,4
REV_0009718,ORD_0035896,3
REV_0009719,ORD_0061269,5
REV_0009720,ORD_0040293,5
REV_0009721,ORD_0017730,4
REV_0009722,ORD_0042577,3
REV_0009723,ORD_0034882,3
REV_0009724,ORD_0047404,3
REV_0009725,ORD_0080751,5
REV_0009726,ORD_0033138,5
REV_0009727,ORD_0022192,5
REV_0009728,ORD_0046528,2
REV_0009729,ORD_0026509,3
REV_0009730,ORD_0097997,3
REV_0009731,ORD_0019375,5
REV_0009732,ORD_0078206,1
REV_0009733,ORD_0005721,2
REV_0009734,ORD_0064045,5
REV_0009735,ORD_0024696,4
REV_0009736,ORD_0089010,5
REV_0009737,ORD_0046424,5
REV_0009738,ORD_0088453,5
REV_0009739,ORD_0025789,5
REV_0009740,ORD_0018679,3
REV_0009741,ORD_0076128,5
REV_0009742,ORD_0017286,4
REV_0009743,ORD_0009933,2
REV_0009744,ORD_0017465,3
REV_0009745,ORD_0006254,5
REV_0009746,ORD_0010251,4
REV_0009747,ORD_0031337,5
REV_0009748,ORD_0053352,5
REV_0009749,ORD_0007892,5
REV_0009750,ORD_0037261,2
REV_0009751,ORD_0015386,4
REV_0009752,ORD_0093265,4
REV_0009753,ORD_0037506,5
REV_0009754,ORD_0043113,4
REV_0009755,ORD_0017040,5
REV_0009756,ORD_0073639,4
REV_0009757,ORD_0091038,4
REV_0009758,ORD_0055723,5
REV_0009759,ORD_0048246,4
REV_0009760,ORD_0083657,1
REV_0009761,ORD_0020933,5
REV_0009762,ORD_0027029,5
REV_0009763,ORD_0032552,5
REV_0009764,ORD_0019851,5
REV_0009765,ORD_0074267,5
REV_0009766,ORD_0009528,4
REV_0009767,ORD_0000718,5
REV_0009768,ORD_0056744,3
REV_0009769,ORD_0066995,5
REV_0009770,ORD_0021407,5
REV_0009771,ORD_0069200,1
REV_0009772,ORD_0071851,4
REV_0009773,ORD_0057777,4
REV_0009774,ORD_0068273,2
REV_0009775,ORD_0087803,3
REV_0009776,ORD_0093087,5
REV_0009777,ORD_0089531,5
REV_0009778,ORD_0043569,3
REV_0009779,ORD_0015866,3
REV_0009780,ORD_0086974,5
REV_0009781,ORD_0054679,4
REV_0009782,ORD_0009425,4
REV_0009783,ORD_0017924,4
REV_0009784,ORD_0095924,4
REV_0009785,ORD_0031698,5
REV_0009786,ORD_0048514,5
REV_0009787,ORD_0054639,4
REV_0009788,ORD_0056488,5
REV_0009789,ORD_0078429,2
REV_0009790,ORD_0082322,5
REV_0009791,ORD_0044484,4
REV_0009792,ORD_0016976,4
REV_0009793,ORD_0039385,5
REV_0009794,ORD_0006157,4
REV_0009795,ORD_0095381,4
REV_0009796,ORD_0045030,1
REV_0009797,ORD_0091815,5
REV_0009798,ORD_0077631,5
REV_0009799,ORD_0094371,4
REV_0009800,ORD_0065320,5
REV_0009801,ORD_0071389,5
REV_0009802,ORD_0009885,2
REV_0009803,ORD_0013480,5
REV_0009804,ORD_0083035,1
REV_0009805,ORD_0018979,5
REV_0009806,ORD_0023548,4
REV_0009807,ORD_0033747,4
REV_0009808,ORD_0052941,4
REV_0009809,ORD_0049664,4
REV_0009810,ORD_0007057,5
REV_0009811,ORD_0075297,4
REV_0009812,ORD_0096594,5
REV_0009813,ORD_0017181,5
REV_0009814,ORD_0050153,4
REV_0009815,ORD_0029102,3
REV_0009816,ORD_0075194,4
REV_0009817,ORD_0089233,1
REV_0009818,ORD_0095280,4
REV_0009819,ORD_0062011,3
REV_0009820,ORD_0068720,3
REV_0009821,ORD_0000564,3
REV_0009822,ORD_0036373,5
REV_0009823,ORD_0092343,4
REV_0009824,ORD_0004678,2
REV_0009825,ORD_0047019,4
REV_0009826,ORD_0095481,3
REV_0009827,ORD_0034180,1
REV_0009828,ORD_0073166,2
REV_0009829,ORD_0070034,5
REV_0009830,ORD_0033702,2
REV_0009831,ORD_0080643,5
REV_0009832,ORD_0002818,1
REV_0009833,ORD_0096731,5
REV_0009834,ORD_0076148,4
REV_0009835,ORD_0009914,5
REV_0009836,ORD_0099059,2
REV_0009837,ORD_0067248,5
REV_0009838,ORD_0030952,4
REV_0009839,ORD_0022255,5
REV_0009840,ORD_0038423,5
REV_0009841,ORD_0018729,3
REV_0009842,ORD_0097389,2
REV_0009843,ORD_0026506,5
REV_0009844,ORD_0055854,5
REV_0009845,ORD_0056118,4
REV_0009846,ORD_0075235,5
REV_0009847,ORD_0019227,2
REV_0009848,ORD_0057317,3
REV_0009849,ORD_0095276,2
REV_0009850,ORD_0023257,5
REV_0009851,ORD_0032275,4
REV_0009852,ORD_0069957,3
REV_0009853,ORD_0013028,5
REV_0009854,ORD_0073036,4
REV_0009855,ORD_0025223,5
REV_0009856,ORD_0099159,5
REV_0009857,ORD_0015346,4
REV_0009858,ORD_0038350,4
REV_0009859,ORD_0018158,2
REV_0009860,ORD_0094636,5
REV_0009861,ORD_0059822,5
REV_0009862,ORD_0091798,3
REV_0009863,ORD_0061236,3
REV_0009864,ORD_0013153,5
REV_0009865,ORD_0058906,2
REV_0009866,ORD_0090758,3
REV_0009867,ORD_0007557,5
REV_0009868,ORD_0030084,4
REV_0009869,ORD_0081683,4
REV_0009870,ORD_0005696,4
REV_0009871,ORD_0095462,5
REV_0009872,ORD_0061793,5
REV_0009873,ORD_0007388,3
REV_0009874,ORD_0041275,3
REV_0009875,ORD_0079642,4
REV_0009876,ORD_0090061,5
REV_0009877,ORD_0097573,5
REV_0009878,ORD_0057445,5
REV_0009879,ORD_0038633,5
REV_0009880,ORD_0096461,4
REV_0009881,ORD_0049625,4
REV_0009882,ORD_0027347,2
REV_0009883,ORD_0002225,3
REV_0009884,ORD_0086903,5
REV_0009885,ORD_0079547,5
REV_0009886,ORD_0042619,4
REV_0009887,ORD_0045653,3
REV_0009888,ORD_0022658,5
REV_0009889,ORD_0045669,3
REV_0009890,ORD_0081768,5
REV_0009891,ORD_0094691,4
REV_0009892,ORD_0012419,5
REV_0009893,ORD_0085311,4
REV_0009894,ORD_0046737,5
REV_0009895,ORD_0039692,1
REV_0009896,ORD_0036165,5
REV_0009897,ORD_0091903,2
REV_0009898,ORD_0029247,5
REV_0009899,ORD_0090612,4
REV_0009900,ORD_0073209,4
REV_0009901,ORD_0055165,4
REV_0009902,ORD_0093758,5
REV_0009903,ORD_0028765,2
REV_0009904,ORD_0043405,3
REV_0009905,ORD_0073048,4
REV_0009906,ORD_0034364,5
REV_0009907,ORD_0029491,4
REV_0009908,ORD_0086514,4
REV_0009909,ORD_0079125,5
REV_0009910,ORD_0056336,5
REV_0009911,ORD_0067969,5
REV_0009912,ORD_0027593,5
REV_0009913,ORD_0024847,4
REV_0009914,ORD_0017717,3
REV_0009915,ORD_0033793,2
REV_0009916,ORD_0097716,4
REV_0009917,ORD_0037649,5
REV_0009918,ORD_0081644,5
REV_0009919,ORD_0053893,4
REV_0009920,ORD_0088046,4
REV_0009921,ORD_0089919,5
REV_0009922,ORD_0074700,5
REV_0009923,ORD_0042453,4
REV_0009924,ORD_0043510,4
REV_0009925,ORD_0039294,1
REV_0009926,ORD_0062385,5
REV_0009927,ORD_0098449,4
REV_0009928,ORD_0095450,2
REV_0009929,ORD_0091304,5
REV_0009930,ORD_0093210,5
REV_0009931,ORD_0077907,5
REV_0009932,ORD_0075009,4
REV_0009933,ORD_0097241,5
REV_0009934,ORD_0072799,5
REV_0009935,ORD_0019637,5
REV_0009936,ORD_0035068,5
REV_0009937,ORD_0052148,5
REV_0009938,ORD_0075326,1
REV_0009939,ORD_0081697,5
REV_0009940,ORD_0093011,4
REV_0009941,ORD_0073367,4
REV_0009942,ORD_0061290,4
REV_0009943,ORD_0097508,5
REV_0009944,ORD_0021012,4
REV_0009945,ORD_0096180,4
REV_0009946,ORD_0067224,4
REV_0009947,ORD_0091599,5
REV_0009948,ORD_0054302,5
REV_0009949,ORD_0073591,2
REV_0009950,ORD_0091210,5
REV_0009951,ORD_0038602,5
REV_0009952,ORD_0050748,5
REV_0009953,ORD_0027360,5
REV_0009954,ORD_0061210,4
REV_0009955,ORD_0049359,3
REV_0009956,ORD_0093849,4
REV_0009957,ORD_0007641,3
REV_0009958,ORD_0006042,5
REV_0009959,ORD_0068643,5
REV_0009960,ORD_0085353,5
REV_0009961,ORD_0042057,4
REV_0009962,ORD_0036835,5
REV_0009963,ORD_0033177,5
REV_0009964,ORD_0073975,5
REV_0009965,ORD_0011557,5
REV_0009966,ORD_0080434,4
REV_0009967,ORD_0043535,4
REV_0009968,ORD_0068245,5
REV_0009969,ORD_0035317,4
REV_0009970,ORD_0011560,3
REV_0009971,ORD_0094024,4
REV_0009972,ORD_0055734,5
REV_0009973,ORD_0051454,5
REV_0009974,ORD_0039707,4
REV_0009975,ORD_0058970,5
REV_0009976,ORD_0036860,5
REV_0009977,ORD_0067500,3
REV_0009978,ORD_0013013,5
REV_0009979,ORD_0097270,5
REV_0009980,ORD_0097457,1
REV_0009981,ORD_0022560,5
REV_0009982,ORD_0077152,3
REV_0009983,ORD_0076265,5
REV_0009984,ORD_0030706,5
REV_0009985,ORD_0060239,5
REV_0009986,ORD_0027568,3
REV_0009987,ORD_0011913,5
REV_0009988,ORD_0085834,2
REV_0009989,ORD_0013103,4
REV_0009990,ORD_0086466,4
REV_0009991,ORD_0059069,5
REV_0009992,ORD_0070385,5
REV_0009993,ORD_0084662,5
REV_0009994,ORD_0085863,4
REV_0009995,ORD_0098475,1
REV_0009996,ORD_0027502,5
REV_0009997,ORD_0057574,2
REV_0009998,ORD_0025901,2
REV_0009999,ORD_0079432,4
REV_0010000,ORD_0050518,5
REV_0010001,ORD_0099902,4
REV_0010002,ORD_0063633,4
REV_0010003,ORD_0067956,5
REV_0010004,ORD_0023599,5
REV_0010005,ORD_0008268,3
REV_0010006,ORD_0085124,2
REV_0010007,ORD_0052293,4
REV_0010008,ORD_0029941,5
REV_0010009,ORD_0078080,5
REV_0010010,ORD_0067922,2
REV_0010011,ORD_0083828,5
REV_0010012,ORD_0096994,5
REV_0010013,ORD_0037091,5
REV_0010014,ORD_0009403,4
REV_0010015,ORD_0087837,4
REV_0010016,ORD_0005715,2
REV_0010017,ORD_0014377,5
REV_0010018,ORD_0059912,4
REV_0010019,ORD_0005287,3
REV_0010020,ORD_0027014,5
REV_0010021,ORD_0099929,5
REV_0010022,ORD_0031748,4
REV_0010023,ORD_0065598,4
REV_0010024,ORD_0001245,1
REV_0010025,ORD_0075364,1
REV_0010026,ORD_0072394,4
REV_0010027,ORD_0087121,3
REV_0010028,ORD_0058733,3
REV_0010029,ORD_0081302,4
REV_0010030,ORD_0098898,5
REV_0010031,ORD_0026407,5
REV_0010032,ORD_0043640,4
REV_0010033,ORD_0015733,5
REV_0010034,ORD_0050369,2
REV_0010035,ORD_0091388,5
REV_0010036,ORD_0053699,4
REV_0010037,ORD_0058726,2
REV_0010038,ORD_0047507,4
REV_0010039,ORD_0053357,4
REV_0010040,ORD_0045335,5
REV_0010041,ORD_0074666,5
REV_0010042,ORD_0036434,5
REV_0010043,ORD_0059359,5
REV_0010044,ORD_0065974,3
REV_0010045,ORD_0084310,4
REV_0010046,ORD_0036391,4
REV_0010047,ORD_0038264,4
REV_0010048,ORD_0011783,2
REV_0010049,ORD_0060191,1
REV_0010050,ORD_0091789,3
REV_0010051,ORD_0010770,4
REV_0010052,ORD_0001216,4
REV_0010053,ORD_0026886,3
REV_0010054,ORD_0018614,5
REV_0010055,ORD_0070881,5
REV_0010056,ORD_0071099,3
REV_0010057,ORD_0009542,5
REV_0010058,ORD_0076504,2
REV_0010059,ORD_0034403,5
REV_0010060,ORD_0070348,5
REV_0010061,ORD_0071430,3
REV_0010062,ORD_0051090,4
REV_0010063,ORD_0002753,5
REV_0010064,ORD_0072073,5
REV_0010065,ORD_0055518,3
REV_0010066,ORD_0067873,5
REV_0010067,ORD_0021435,5
REV_0010068,ORD_0062787,4
REV_0010069,ORD_0019309,5
REV_0010070,ORD_0031555,3
REV_0010071,ORD_0096588,3
REV_0010072,ORD_0063022,4
REV_0010073,ORD_0095620,5
REV_0010074,ORD_0081846,3
REV_0010075,ORD_0023326,4
REV_0010076,ORD_0081753,4
REV_0010077,ORD_0078171,2
REV_0010078,ORD_0024131,5
REV_0010079,ORD_0057695,5
REV_0010080,ORD_0060626,5
REV_0010081,ORD_0055661,4
REV_0010082,ORD_0003351,5
REV_0010083,ORD_0095733,5
REV_0010084,ORD_0067347,5
REV_0010085,ORD_0019781,2
REV_0010086,ORD_0092347,5
REV_0010087,ORD_0042595,4
REV_0010088,ORD_0002930,3
REV_0010089,ORD_0048944,4
REV_0010090,ORD_0076802,4
REV_0010091,ORD_0060268,4
REV_0010092,ORD_0090385,5
REV_0010093,ORD_0067565,5
REV_0010094,ORD_0056936,3
