product_id,product_category_name,product_weight_g,product_length_cm,product_width_cm,product_height_cm
PROD_00641,kitchen_utilities,2169,16,29,37
PROD_00642,books,1068,23,59,13
PROD_00643,toys_games,1280,27,11,23
PROD_00644,stationery,4919,64,41,47
PROD_00645,sports_leisure,3335,65,46,40
PROD_00646,electronics,351,66,36,3
PROD_00647,sports_leisure,4400,67,21,15
PROD_00648,electronics,2979,34,32,11
PROD_00649,clothing_accessories,4098,79,10,49
PROD_00650,beauty_perfumery,890,12,46,4
PROD_00651,clothing_accessories,4660,30,52,9
PROD_00652,books,1595,41,58,18
PROD_00653,health_wellness,4589,11,46,5
PROD_00654,sports_leisure,3168,29,40,22
PROD_00655,garden_tools,2807,27,6,31
PROD_00656,electronics,2677,63,35,20
PROD_00657,health_wellness,1335,45,5,16
PROD_00658,health_wellness,1158,70,7,21
PROD_00659,home_decor,1270,69,17,43
PROD_00660,clothing_accessories,3718,45,35,31
PROD_00661,clothing_accessories,3759,53,33,11
PROD_00662,kitchen_utilities,3755,77,48,24
PROD_00663,health_wellness,156,75,37,25
PROD_00664,home_decor,1992,53,57,13
PROD_00665,furniture,2669,38,14,10
PROD_00666,electronics,4180,57,42,16
PROD_00667,sports_leisure,4556,45,13,30
PROD_00668,pet_supplies,2048,17,5,19
PROD_00669,electronics,322,14,48,21
PROD_00670,baby_products,1739,56,41,2
PROD_00671,health_wellness,4522,52,36,4
PROD_00672,stationery,1857,19,37,9
PROD_00673,electronics,935,19,6,40
PROD_00674,clothing_accessories,2636,15,50,32
PROD_00675,electronics,2625,25,6,48
PROD_00676,toys_games,1084,69,9,9
PROD_00677,furniture,1457,35,14,16
PROD_00678,electronics,4987,30,56,23
PROD_00679,kitchen_utilities,3160,67,42,33
PROD_00680,clothing_accessories,4577,50,41,6
PROD_00681,electronics,1546,39,6,45
PROD_00682,sports_leisure,1471,14,45,45
PROD_00683,electronics,3324,19,46,10
PROD_00684,clothing_accessories,1974,20,44,42
PROD_00685,home_decor,2599,72,29,16
PROD_00686,health_wellness,3461,16,42,48
PROD_00687,kitchen_utilities,1242,68,41,45
PROD_00688,sports_leisure,4409,21,57,38
PROD_00689,toys_games,664,73,22,34
PROD_00690,beauty_perfumery,4927,50,31,23
PROD_00691,home_decor,4634,69,24,12
PROD_00692,toys_games,1688,37,54,7
PROD_00693,books,4085,72,38,18
PROD_00694,furniture,4824,12,48,47
PROD_00695,furniture,1570,41,12,45
PROD_00696,books,4014,30,8,6
PROD_00697,home_decor,3213,64,34,40
PROD_00698,automotive,4590,27,56,49
PROD_00699,electronics,4442,62,59,10
PROD_00700,automotive,3462,70,40,30
PROD_00701,home_decor,1736,59,13,24
PROD_00702,electronics,3012,17,45,48
PROD_00703,furniture,1572,21,16,37
PROD_00704,home_decor,1344,60,18,32
PROD_00705,kitchen_utilities,3837,75,39,21
PROD_00706,sports_leisure,2198,50,10,24
PROD_00707,books,2697,31,51,8
PROD_00708,clothing_accessories,2612,18,27,47
PROD_00709,clothing_accessories,4614,20,55,37
PROD_00710,home_decor,358,22,8,5
PROD_00711,furniture,2458,65,5,25
PROD_00712,furniture,3493,37,13,15
PROD_00713,beauty_perfumery,3878,73,59,26
PROD_00714,pet_supplies,3511,73,52,8
PROD_00715,books,1368,79,59,16
PROD_00716,baby_products,1039,64,13,45
PROD_00717,electronics,2476,46,48,47
PROD_00718,electronics,4051,42,50,14
PROD_00719,clothing_accessories,295,34,19,20
PROD_00720,electronics,4257,32,58,13
PROD_00721,beauty_perfumery,3196,69,28,49
PROD_00722,beauty_perfumery,3735,65,57,27
PROD_00723,beauty_perfumery,661,72,52,49
PROD_00724,toys_games,3549,17,12,34
PROD_00725,stationery,3466,26,32,16
PROD_00726,automotive,3223,66,46,38
PROD_00727,electronics,2991,71,50,7
PROD_00728,home_decor,139,20,21,26
PROD_00729,clothing_accessories,1867,76,39,18
PROD_00730,electronics,2604,49,35,44
PROD_00731,beauty_perfumery,887,49,8,37
PROD_00732,beauty_perfumery,1976,65,52,47
PROD_00733,clothing_accessories,4197,62,18,10
PROD_00734,books,1592,37,29,29
PROD_00735,toys_games,1229,51,50,36
PROD_00736,electronics,2363,55,52,4
PROD_00737,home_decor,4972,27,44,12
PROD_00738,automotive,4609,32,54,21
PROD_00739,beauty_perfumery,4121,35,11,24
PROD_00740,home_decor,4405,38,35,31
PROD_00741,clothing_accessories,2285,61,39,38
PROD_00742,clothing_accessories,1744,55,42,37
PROD_00743,electronics,3660,10,24,45
PROD_00744,kitchen_utilities,2785,72,20,13
PROD_00745,electronics,4921,25,26,37
PROD_00746,clothing_accessories,1512,34,40,36
PROD_00747,electronics,1321,71,23,35
PROD_00748,kitchen_utilities,2349,25,6,5
PROD_00749,electronics,2339,78,8,25
PROD_00750,clothing_accessories,4302,79,38,37
PROD_00751,beauty_perfumery,4522,43,11,29
PROD_00752,home_decor,743,62,51,40
PROD_00753,clothing_accessories,4552,32,53,3
PROD_00754,clothing_accessories,2648,52,18,44
PROD_00755,kitchen_utilities,4703,53,47,6
PROD_00756,stationery,3905,41,36,29
PROD_00757,home_decor,4390,32,21,14
PROD_00758,electronics,4242,29,41,37
PROD_00759,electronics,1485,28,59,10
PROD_00760,toys_games,2684,38,18,40
PROD_00761,beauty_perfumery,1701,27,21,31
PROD_00762,kitchen_utilities,4904,78,36,28
PROD_00763,books,3417,21,56,14
PROD_00764,garden_tools,907,19,57,43
PROD_00765,automotive,2759,46,6,40
PROD_00766,kitchen_utilities,214,64,43,29
PROD_00767,sports_leisure,2827,13,8,19
PROD_00768,clothing_accessories,4826,72,44,35
PROD_00769,sports_leisure,2366,21,34,22
PROD_00770,sports_leisure,4392,27,34,2
PROD_00771,furniture,4596,17,37,46
PROD_00772,clothing_accessories,4001,41,46,24
PROD_00773,furniture,2828,58,5,35
PROD_00774,sports_leisure,4271,72,37,37
PROD_00775,furniture,1549,68,40,10
PROD_00776,clothing_accessories,4482,76,53,9
PROD_00777,sports_leisure,1668,48,35,31
PROD_00778,clothing_accessories,1422,59,41,49
PROD_00779,automotive,960,35,18,37
PROD_00780,sports_leisure,841,32,10,37
PROD_00781,clothing_accessories,1830,72,11,19
PROD_00782,electronics,3033,75,44,3
PROD_00783,books,3618,48,28,12
PROD_00784,clothing_accessories,4609,75,54,37
PROD_00785,pet_supplies,4626,55,8,32
PROD_00786,beauty_perfumery,3267,24,59,32
PROD_00787,clothing_accessories,2018,25,29,25
PROD_00788,furniture,2318,25,7,47
PROD_00789,clothing_accessories,1440,48,32,22
PROD_00790,health_wellness,4739,20,27,33
PROD_00791,clothing_accessories,1614,45,40,31
PROD_00792,pet_supplies,1511,27,59,9
PROD_00793,furniture,3136,32,52,34
PROD_00794,health_wellness,4267,58,17,40
PROD_00795,electronics,1122,51,26,2
PROD_00796,home_decor,4727,53,29,34
PROD_00797,toys_games,2386,10,59,43
PROD_00798,furniture,2858,16,47,14
PROD_00799,clothing_accessories,4772,57,28,23
PROD_00800,home_decor,3871,25,47,6
PROD_00801,clothing_accessories,1212,57,41,13
PROD_00802,furniture,2045,52,56,30
PROD_00803,home_decor,4908,60,37,4
PROD_00804,clothing_accessories,1658,75,18,37
PROD_00805,clothing_accessories,3979,40,28,48
PROD_00806,home_decor,741,48,26,46
PROD_00807,clothing_accessories,2337,18,56,12
PROD_00808,stationery,3586,50,55,27
PROD_00809,electronics,3325,72,41,3
PROD_00810,garden_tools,1114,23,56,30
PROD_00811,sports_leisure,2121,67,27,42
PROD_00812,home_decor,2776,73,10,30
PROD_00813,clothing_accessories,1640,37,23,45
PROD_00814,furniture,3036,13,16,37
PROD_00815,books,3206,43,30,20
PROD_00816,sports_leisure,883,13,33,11
PROD_00817,electronics,770,79,18,12
PROD_00818,garden_tools,2869,67,21,8
PROD_00819,pet_supplies,2673,13,34,14
PROD_00820,sports_leisure,2684,59,11,42
PROD_00821,furniture,1377,14,25,45
PROD_00822,sports_leisure,3143,54,5,3
PROD_00823,home_decor,3272,44,53,31
PROD_00824,electronics,3882,36,42,23
PROD_00825,sports_leisure,277,11,8,2
PROD_00826,kitchen_utilities,375,63,50,28
PROD_00827,electronics,2459,57,12,8
PROD_00828,beauty_perfumery,3581,58,22,2
PROD_00829,automotive,4986,10,56,26
PROD_00830,clothing_accessories,3459,42,49,49
PROD_00831,clothing_accessories,1524,44,12,5
PROD_00832,kitchen_utilities,4222,63,35,31
PROD_00833,clothing_accessories,3060,65,35,9
PROD_00834,clothing_accessories,2569,24,32,22
PROD_00835,home_decor,3185,78,52,5
PROD_00836,home_decor,2472,13,41,5
PROD_00837,automotive,4168,73,7,9
PROD_00838,furniture,1690,31,49,43
PROD_00839,home_decor,4480,33,19,27
PROD_00840,beauty_perfumery,1212,56,8,30
PROD_00841,baby_products,1168,15,39,17
PROD_00842,electronics,2645,36,38,20
PROD_00843,clothing_accessories,3749,19,40,2
PROD_00844,stationery,1914,48,10,38
PROD_00845,baby_products,4007,46,8,35
PROD_00846,electronics,3831,63,53,30
PROD_00847,electronics,2292,60,34,28
PROD_00848,sports_leisure,181,69,43,49
PROD_00849,electronics,3806,60,22,46
PROD_00850,furniture,3276,71,26,31
PROD_00851,electronics,1925,58,14,7
PROD_00852,electronics,181,60,53,37
PROD_00853,sports_leisure,193,37,33,40
PROD_00854,baby_products,442,45,27,3
PROD_00855,sports_leisure,2508,34,8,43
PROD_00856,home_decor,1954,45,23,15
PROD_00857,pet_supplies,4099,69,30,9
PROD_00858,beauty_perfumery,1189,16,11,4
PROD_00859,home_decor,723,74,17,36
PROD_00860,home_decor,967,45,7,28
PROD_00861,clothing_accessories,2576,39,44,35
PROD_00862,beauty_perfumery,3572,56,15,29
PROD_00863,sports_leisure,270,38,20,32
PROD_00864,clothing_accessories,1882,14,24,18
PROD_00865,electronics,677,74,55,20
PROD_00866,clothing_accessories,167,78,27,43
PROD_00867,sports_leisure,1615,72,27,45
PROD_00868,electronics,100,65,36,12
PROD_00869,electronics,2298,26,45,10
PROD_00870,baby_products,1001,60,46,31
PROD_00871,beauty_perfumery,4945,46,59,46
PROD_00872,electronics,894,18,42,7
PROD_00873,books,2166,47,7,15
PROD_00874,electronics,1919,62,56,32
PROD_00875,toys_games,470,22,12,12
PROD_00876,toys_games,2638,62,42,6
PROD_00877,furniture,4007,58,44,32
PROD_00878,toys_games,2154,79,18,3
PROD_00879,electronics,2696,44,12,40
PROD_00880,toys_games,4566,25,15,18
PROD_00881,electronics,1788,22,46,39
PROD_00882,home_decor,4952,20,59,47
PROD_00883,baby_products,3421,11,46,37
PROD_00884,sports_leisure,1238,28,47,4
PROD_00885,stationery,2721,54,37,44
PROD_00886,electronics,2828,55,19,30
PROD_00887,sports_leisure,1265,56,41,34
PROD_00888,electronics,1608,58,18,15
PROD_00889,furniture,3941,51,59,39
PROD_00890,electronics,4658,42,30,30
PROD_00891,electronics,4676,50,56,24
PROD_00892,clothing_accessories,623,78,12,18
PROD_00893,toys_games,2358,28,53,12
PROD_00894,electronics,4439,48,8,29
PROD_00895,health_wellness,338,16,40,8
PROD_00896,electronics,1320,48,22,46
PROD_00897,electronics,868,43,31,41
PROD_00898,home_decor,334,53,23,9
PROD_00899,stationery,2860,78,7,42
PROD_00900,electronics,4692,77,13,30
PROD_00901,electronics,1619,72,43,26
PROD_00902,toys_games,2003,57,6,8
PROD_00903,clothing_accessories,2334,12,13,23
PROD_00904,books,1035,43,10,10
PROD_00905,clothing_accessories,1368,18,42,12
PROD_00906,sports_leisure,918,70,32,35
PROD_00907,clothing_accessories,3667,29,52,28
PROD_00908,sports_leisure,4217,49,38,23
PROD_00909,toys_games,2215,21,33,4
PROD_00910,toys_games,2539,37,52,49
PROD_00911,beauty_perfumery,3487,57,7,41
PROD_00912,garden_tools,1188,16,58,9
PROD_00913,clothing_accessories,1927,23,20,7
PROD_00914,clothing_accessories,4924,28,48,26
PROD_00915,furniture,2688,63,39,3
PROD_00916,furniture,2715,69,15,17
PROD_00917,electronics,1973,76,47,42
PROD_00918,furniture,4407,43,27,22
PROD_00919,home_decor,1873,50,34,16
PROD_00920,toys_games,299,40,52,35
PROD_00921,kitchen_utilities,277,48,9,48
PROD_00922,beauty_perfumery,1030,61,56,44
PROD_00923,electronics,3836,56,12,21
PROD_00924,furniture,2136,29,47,45
PROD_00925,toys_games,1585,61,47,32
PROD_00926,clothing_accessories,2191,71,54,16
PROD_00927,sports_leisure,4363,14,55,49
PROD_00928,stationery,2484,66,14,29
PROD_00929,clothing_accessories,4188,13,32,7
PROD_00930,clothing_accessories,4781,20,40,4
PROD_00931,clothing_accessories,2015,28,14,39
PROD_00932,beauty_perfumery,115,36,18,24
PROD_00933,baby_products,3034,38,42,4
PROD_00934,furniture,936,27,41,46
PROD_00935,clothing_accessories,2257,46,51,45
PROD_00936,furniture,1676,70,9,9
PROD_00937,furniture,405,56,59,3
PROD_00938,furniture,2153,29,10,8
PROD_00939,electronics,2990,79,34,18
PROD_00940,furniture,3444,58,23,8
PROD_00941,sports_leisure,4556,24,56,34
PROD_00942,electronics,1308,27,53,37
PROD_00943,beauty_perfumery,1958,47,18,48
PROD_00944,pet_supplies,2803,31,15,5
PROD_00945,home_decor,2071,69,50,45
PROD_00946,stationery,1213,75,9,17
PROD_00947,electronics,1083,35,49,22
PROD_00948,toys_games,3410,73,35,19
PROD_00949,electronics,4101,67,48,47
PROD_00950,clothing_accessories,2871,12,36,47
PROD_00951,beauty_perfumery,3252,39,28,29
PROD_00952,furniture,2262,28,55,44
PROD_00953,kitchen_utilities,2227,19,14,17
PROD_00954,furniture,3739,55,17,48
PROD_00955,furniture,4374,28,51,23
PROD_00956,garden_tools,660,67,56,7
PROD_00957,sports_leisure,1909,15,17,31
PROD_00958,clothing_accessories,4487,60,40,46
PROD_00959,electronics,3032,23,26,29
PROD_00960,home_decor,390,67,13,18
PROD_00961,books,4737,17,23,37
PROD_00962,electronics,2009,11,56,13
PROD_00963,electronics,4789,27,58,41
PROD_00964,electronics,1528,66,58,13
PROD_00965,beauty_perfumery,1047,44,11,37
PROD_00966,clothing_accessories,2627,75,19,41
PROD_00967,electronics,1448,65,21,30
PROD_00968,furniture,480,52,50,3
PROD_00969,toys_games,1804,17,18,30
PROD_00970,home_decor,409,14,45,31
PROD_00971,beauty_perfumery,3514,22,52,37
PROD_00972,electronics,1598,16,6,45
PROD_00973,baby_products,2994,30,18,26
PROD_00974,home_decor,760,46,8,22
PROD_00975,pet_supplies,3547,54,7,23
PROD_00976,stationery,2373,61,7,11
PROD_00977,kitchen_utilities,1597,57,15,32
PROD_00978,electronics,2172,71,9,48
PROD_00979,beauty_perfumery,3536,60,52,10
PROD_00980,electronics,2242,13,59,42
PROD_00981,automotive,4760,65,33,40
PROD_00982,kitchen_utilities,1705,43,32,35
PROD_00983,stationery,4839,54,27,40
PROD_00984,furniture,1531,25,34,42
PROD_00985,beauty_perfumery,2050,18,27,24
PROD_00986,beauty_perfumery,4022,25,55,13
PROD_00987,home_decor,558,40,45,8
PROD_00988,sports_leisure,3048,22,26,33
PROD_00989,furniture,437,14,47,20
PROD_00990,baby_products,4043,56,16,23
PROD_00991,furniture,2113,48,31,17
PROD_00992,health_wellness,4120,27,44,9
PROD_00993,automotive,444,29,50,31
PROD_00994,beauty_perfumery,4771,11,53,7
PROD_00995,home_decor,1042,49,56,3
PROD_00996,furniture,445,39,19,35
PROD_00997,sports_leisure,3994,19,51,30
PROD_00998,electronics,3419,73,27,41
PROD_00999,home_decor,3795,51,48,43
PROD_01000,pet_supplies,424,62,45,44
PROD_01001,electronics,2238,62,48,21
PROD_01002,books,4489,49,23,4
PROD_01003,health_wellness,3712,25,48,49
PROD_01004,furniture,623,57,15,36
PROD_01005,beauty_perfumery,2997,70,42,9
PROD_01006,books,3840,47,44,13
PROD_01007,sports_leisure,358,53,47,46
PROD_01008,electronics,1210,24,7,44
PROD_01009,stationery,920,70,20,33
PROD_01010,sports_leisure,2888,16,36,30
PROD_01011,books,4764,39,42,46
PROD_01012,beauty_perfumery,4704,45,13,22
PROD_01013,electronics,1663,20,45,4
PROD_01014,baby_products,4720,79,42,39
PROD_01015,kitchen_utilities,1307,38,9,28
PROD_01016,electronics,408,15,5,4
PROD_01017,pet_supplies,1939,60,39,2
PROD_01018,toys_games,3452,47,39,47
PROD_01019,sports_leisure,1483,31,16,21
PROD_01020,furniture,2406,63,40,8
PROD_01021,electronics,1280,49,25,42
PROD_01022,beauty_perfumery,2572,16,52,2
PROD_01023,electronics,2786,49,47,11
PROD_01024,beauty_perfumery,3067,33,12,46
PROD_01025,beauty_perfumery,4545,50,31,13
PROD_01026,automotive,1060,60,13,5
PROD_01027,toys_games,3556,48,32,8
PROD_01028,clothing_accessories,537,52,34,11
PROD_01029,automotive,555,78,18,23
PROD_01030,beauty_perfumery,3917,68,27,26
PROD_01031,furniture,1669,34,33,30
PROD_01032,electronics,1203,34,30,40
PROD_01033,health_wellness,1718,33,26,16
PROD_01034,baby_products,3712,71,19,20
PROD_01035,kitchen_utilities,1612,52,55,40
PROD_01036,baby_products,4838,68,13,47
PROD_01037,clothing_accessories,491,63,30,47
PROD_01038,automotive,2721,35,21,19
PROD_01039,sports_leisure,1020,63,13,43
PROD_01040,electronics,2557,70,7,4
PROD_01041,books,3700,53,20,7
PROD_01042,books,4608,18,17,23
PROD_01043,clothing_accessories,1888,51,30,42
PROD_01044,electronics,360,38,21,47
PROD_01045,clothing_accessories,2113,67,36,32
PROD_01046,home_decor,1435,72,28,22
PROD_01047,electronics,434,58,58,9
PROD_01048,clothing_accessories,2879,20,40,2
PROD_01049,home_decor,903,63,57,4
PROD_01050,stationery,2537,39,26,30
PROD_01051,toys_games,2907,75,13,7
PROD_01052,clothing_accessories,1040,74,26,34
PROD_01053,baby_products,3263,67,45,19
PROD_01054,furniture,1002,66,54,43
PROD_01055,sports_leisure,3532,46,50,2
PROD_01056,sports_leisure,1368,63,24,23
PROD_01057,home_decor,123,78,7,32
PROD_01058,clothing_accessories,4752,33,40,24
PROD_01059,home_decor,2848,72,37,9
PROD_01060,beauty_perfumery,2550,60,22,30
PROD_01061,beauty_perfumery,1496,24,40,45
PROD_01062,toys_games,3457,56,14,47
PROD_01063,home_decor,4004,55,40,20
PROD_01064,books,2588,39,25,17
PROD_01065,beauty_perfumery,3766,29,29,20
PROD_01066,stationery,1857,66,53,38
PROD_01067,home_decor,1978,58,44,23
PROD_01068,garden_tools,2632,65,55,20
PROD_01069,health_wellness,3614,65,13,5
PROD_01070,furniture,3873,34,52,6
PROD_01071,furniture,2178,18,31,6
PROD_01072,electronics,4761,31,19,26
PROD_01073,baby_products,2157,46,56,25
PROD_01074,electronics,777,37,36,2
PROD_01075,beauty_perfumery,3074,23,52,29
PROD_01076,home_decor,384,39,57,48
PROD_01077,sports_leisure,2300,48,48,22
PROD_01078,furniture,4566,66,59,20
PROD_01079,garden_tools,1940,14,54,24
PROD_01080,sports_leisure,1978,21,43,15
PROD_01081,pet_supplies,1710,44,20,7
PROD_01082,furniture,4062,50,32,33
PROD_01083,electronics,4336,72,55,33
PROD_01084,clothing_accessories,3259,51,10,9
PROD_01085,books,3598,74,10,38
PROD_01086,electronics,2231,74,42,23
PROD_01087,sports_leisure,3414,52,51,9
PROD_01088,electronics,1478,69,6,39
PROD_01089,sports_leisure,3177,29,45,11
PROD_01090,toys_games,3114,72,44,4
PROD_01091,sports_leisure,3992,33,11,14
PROD_01092,electronics,1815,44,31,40
PROD_01093,clothing_accessories,552,50,32,31
PROD_01094,home_decor,441,25,20,5
PROD_01095,electronics,492,15,51,46
PROD_01096,beauty_perfumery,1369,29,13,7
PROD_01097,furniture,3150,65,56,17
PROD_01098,electronics,4159,17,19,23
PROD_01099,home_decor,1070,15,38,28
PROD_01100,home_decor,2305,17,24,22
PROD_01101,home_decor,4894,71,18,30
PROD_01102,beauty_perfumery,265,23,15,2
PROD_01103,home_decor,354,12,34,31
PROD_01104,home_decor,401,11,7,25
PROD_01105,kitchen_utilities,3203,31,6,14
PROD_01106,electronics,3940,79,54,31
PROD_01107,furniture,2656,15,18,27
PROD_01108,sports_leisure,1605,59,33,35
PROD_01109,clothing_accessories,1356,53,9,21
PROD_01110,toys_games,2362,17,48,7
PROD_01111,beauty_perfumery,4440,33,50,44
PROD_01112,sports_leisure,309,36,10,10
PROD_01113,books,3893,62,12,38
PROD_01114,kitchen_utilities,4621,60,43,38
PROD_01115,stationery,3147,37,43,17
PROD_01116,furniture,1080,68,48,5
PROD_01117,automotive,2219,78,33,33
PROD_01118,electronics,3845,34,43,21
PROD_01119,beauty_perfumery,277,53,48,30
PROD_01120,clothing_accessories,1646,56,31,32
PROD_01121,electronics,2134,22,20,46
PROD_01122,beauty_perfumery,398,62,31,18
PROD_01123,toys_games,2667,62,43,42
PROD_01124,home_decor,3666,46,44,26
PROD_01125,books,4139,72,5,46
PROD_01126,sports_leisure,374,75,49,17
PROD_01127,sports_leisure,3095,49,55,21
PROD_01128,clothing_accessories,152,70,37,43
PROD_01129,home_decor,1523,15,54,11
PROD_01130,home_decor,1727,34,43,49
PROD_01131,furniture,588,55,58,24
PROD_01132,electronics,2454,40,31,34
PROD_01133,electronics,516,72,21,44
PROD_01134,books,2656,77,19,14
PROD_01135,beauty_perfumery,1020,48,26,26
PROD_01136,sports_leisure,1653,45,23,38
PROD_01137,electronics,2785,16,32,37
PROD_01138,home_decor,765,75,27,25
PROD_01139,kitchen_utilities,4201,64,40,7
PROD_01140,automotive,2569,51,53,16
PROD_01141,books,1574,36,43,35
PROD_01142,electronics,437,11,52,5
PROD_01143,books,3259,79,53,15
PROD_01144,clothing_accessories,368,13,24,5
PROD_01145,clothing_accessories,1187,30,51,29
PROD_01146,clothing_accessories,1393,10,13,30
PROD_01147,kitchen_utilities,756,47,57,19
PROD_01148,furniture,2928,69,27,21
PROD_01149,furniture,4073,23,49,49
PROD_01150,books,1436,26,11,42
PROD_01151,clothing_accessories,2456,56,35,33
PROD_01152,sports_leisure,1767,65,55,9
PROD_01153,furniture,1925,62,15,44
PROD_01154,furniture,4130,27,44,47
PROD_01155,kitchen_utilities,1312,78,21,14
PROD_01156,clothing_accessories,2868,57,40,41
PROD_01157,kitchen_utilities,4515,18,30,47
PROD_01158,sports_leisure,3158,63,40,44
PROD_01159,books,544,44,22,10
PROD_01160,sports_leisure,1497,55,58,41
PROD_01161,baby_products,4481,10,35,47
PROD_01162,electronics,2318,50,53,48
PROD_01163,books,3776,41,39,34
PROD_01164,beauty_perfumery,2410,49,45,13
PROD_01165,electronics,4140,20,32,38
PROD_01166,electronics,3706,71,30,26
PROD_01167,kitchen_utilities,1927,55,10,47
PROD_01168,electronics,3319,57,38,26
PROD_01169,clothing_accessories,4788,52,32,17
PROD_01170,stationery,4611,60,48,17
PROD_01171,books,2172,70,51,40
PROD_01172,clothing_accessories,4289,51,13,36
PROD_01173,furniture,2430,35,33,24
PROD_01174,beauty_perfumery,785,20,38,9
PROD_01175,health_wellness,784,34,16,47
PROD_01176,toys_games,3037,49,20,4
PROD_01177,health_wellness,3811,34,11,25
PROD_01178,clothing_accessories,440,61,35,44
PROD_01179,furniture,4799,12,37,23
PROD_01180,electronics,833,48,57,15
PROD_01181,electronics,1596,44,11,23
PROD_01182,books,3993,49,7,35
PROD_01183,electronics,3054,31,24,37
PROD_01184,beauty_perfumery,1231,71,9,32
PROD_01185,health_wellness,4735,28,7,22
PROD_01186,home_decor,1832,23,51,6
PROD_01187,electronics,3135,59,42,20
PROD_01188,books,2813,71,19,43
PROD_01189,garden_tools,2579,52,39,22
PROD_01190,books,1519,64,27,3
PROD_01191,beauty_perfumery,2089,49,37,4
PROD_01192,clothing_accessories,4810,21,6,48
PROD_01193,electronics,587,74,40,31
PROD_01194,books,3919,43,25,35
PROD_01195,clothing_accessories,1541,32,18,26
PROD_01196,health_wellness,2490,16,18,36
PROD_01197,sports_leisure,1484,74,46,30
PROD_01198,beauty_perfumery,2256,27,15,13
PROD_01199,toys_games,4496,17,8,24
PROD_01200,kitchen_utilities,1491,51,51,29
PROD_01201,furniture,4900,10,56,47
PROD_01202,baby_products,3242,24,34,18
PROD_01203,pet_supplies,368,37,40,17
PROD_01204,baby_products,4017,45,24,10
PROD_01205,health_wellness,1624,55,56,4
PROD_01206,books,577,30,20,23
PROD_01207,books,4371,58,38,32
PROD_01208,electronics,338,48,49,15
PROD_01209,clothing_accessories,709,47,12,4
PROD_01210,electronics,4687,18,49,39
PROD_01211,electronics,4524,29,24,24
PROD_01212,sports_leisure,3497,17,25,22
PROD_01213,electronics,4640,23,44,25
PROD_01214,garden_tools,4637,71,34,33
PROD_01215,kitchen_utilities,4990,44,40,46
PROD_01216,electronics,1931,64,9,6
PROD_01217,clothing_accessories,1254,54,25,34
PROD_01218,kitchen_utilities,1851,30,42,45
PROD_01219,kitchen_utilities,3698,62,27,48
PROD_01220,baby_products,2585,63,23,20
PROD_01221,pet_supplies,3438,52,14,35
PROD_01222,stationery,2433,15,31,4
PROD_01223,home_decor,4486,64,39,40
PROD_01224,clothing_accessories,4563,53,17,29
PROD_01225,toys_games,4681,77,13,12
PROD_01226,clothing_accessories,267,13,21,11
PROD_01227,kitchen_utilities,3642,72,35,41
PROD_01228,beauty_perfumery,4109,67,46,3
PROD_01229,kitchen_utilities,177,63,48,47
PROD_01230,clothing_accessories,2998,47,49,46
PROD_01231,sports_leisure,1208,69,28,40
PROD_01232,beauty_perfumery,991,61,46,28
PROD_01233,baby_products,4856,38,55,10
PROD_01234,clothing_accessories,1324,49,57,40
PROD_01235,baby_products,4784,17,23,2
PROD_01236,kitchen_utilities,664,44,53,34
PROD_01237,toys_games,2959,25,34,39
PROD_01238,kitchen_utilities,401,27,9,34
PROD_01239,furniture,4489,68,12,49
PROD_01240,clothing_accessories,208,43,41,4
PROD_01241,clothing_accessories,2512,13,51,33
PROD_01242,automotive,2747,78,40,14
PROD_01243,toys_games,2825,74,29,22
PROD_01244,clothing_accessories,3438,70,49,5
PROD_01245,furniture,2240,55,53,18
PROD_01246,sports_leisure,4623,30,9,43
PROD_01247,electronics,4833,47,37,5
PROD_01248,beauty_perfumery,3913,69,26,21
PROD_01249,clothing_accessories,4300,45,51,13
PROD_01250,electronics,2356,15,46,27
PROD_01251,sports_leisure,3745,48,29,46
PROD_01252,furniture,3159,38,47,37
PROD_01253,electronics,2621,36,54,17
PROD_01254,home_decor,3517,78,33,8
PROD_01255,clothing_accessories,111,18,49,34
PROD_01256,electronics,4844,33,56,49
PROD_01257,electronics,3366,72,34,3
PROD_01258,electronics,3245,28,52,34
PROD_01259,clothing_accessories,974,39,55,15
PROD_01260,kitchen_utilities,2533,67,34,21
PROD_01261,sports_leisure,983,49,59,38
PROD_01262,electronics,4750,77,48,28
PROD_01263,electronics,4085,41,59,48
PROD_01264,clothing_accessories,1679,74,50,43
PROD_01265,kitchen_utilities,3871,43,35,22
PROD_01266,home_decor,452,40,38,3
PROD_01267,electronics,1606,68,32,44
PROD_01268,home_decor,3587,35,14,17
PROD_01269,beauty_perfumery,2951,31,8,20
PROD_01270,electronics,2129,43,37,5
PROD_01271,furniture,1946,22,21,11
PROD_01272,home_decor,2490,64,15,23
PROD_01273,electronics,4130,17,11,13
PROD_01274,books,3538,71,21,3
PROD_01275,books,2483,31,32,3
PROD_01276,furniture,3467,65,21,42
PROD_01277,home_decor,1565,30,45,45
PROD_01278,beauty_perfumery,2251,58,14,35
PROD_01279,home_decor,3583,15,30,19
PROD_01280,books,673,44,10,17
PROD_01281,beauty_perfumery,874,36,21,20
PROD_01282,electronics,3465,49,20,48
PROD_01283,furniture,4438,23,43,26
PROD_01284,books,4030,61,55,31
PROD_01285,home_decor,2780,49,30,49
PROD_01286,automotive,2320,52,8,7
PROD_01287,health_wellness,1539,67,24,28
